series_id,trust_code,trust_name,specialty_code,specialty_name,first_month,last_month,total_months,observed_months,missing_months,missing_pct,max_consecutive_missing_months,excluded_for_insufficient_history,discontinued_series,latest_observed_month
DFY01__160,DFY01,COTSWOLDS SURGICAL PARTNERS,160,Plastic Surgery Service,2023-07-01,2026-05-01,35,35,0,0.0,0,True,False,2026-05-01
DFY01__X06,DFY01,COTSWOLDS SURGICAL PARTNERS,X06,Other - Other Services,2023-07-01,2023-12-01,6,4,2,33.333333333333336,1,True,True,2023-12-01
K8I4X__120,K8I4X,GLENDON WOOD HOSPITAL,120,Ear Nose and Throat Service,2023-07-01,2026-05-01,35,30,5,14.285714285714286,3,True,False,2026-05-01
NT364__150,NT364,SPIRE MONTEFIORE HOSPITAL,150,Neurosurgical Service,2023-07-01,2025-03-01,21,21,0,0.0,0,True,True,2025-03-01
NTP11__320,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,320,Cardiology Service,2023-07-01,2023-07-01,1,1,0,0.0,0,True,True,2023-07-01
NVC08__410,NVC08,MOUNT STUART HOSPITAL,410,Rheumatology Service,2023-07-01,2023-12-01,6,6,0,0.0,0,True,True,2023-12-01
NVC12__320,NVC12,OAKLANDS HOSPITAL,320,Cardiology Service,2023-07-01,2026-05-01,35,35,0,0.0,0,True,False,2026-05-01
RJ7__X03,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2023-07-01,2023-07-01,1,1,0,0.0,0,True,True,2023-07-01
V5F1D__130,V5F1D,SPAMEDICA TELFORD,130,Ophthalmology Service,2023-07-01,2026-05-01,35,35,0,0.0,0,True,False,2026-05-01
DFY01__X05,DFY01,COTSWOLDS SURGICAL PARTNERS,X05,Other - Surgical Services,2023-08-01,2024-01-01,6,3,3,50.0,2,True,True,2024-01-01
DLG__101,DLG,MAYFLOWER HEALTHCARE ALLIANCE,101,Urology Service,2023-08-01,2024-01-01,6,6,0,0.0,0,True,True,2024-01-01
DLG__330,DLG,MAYFLOWER HEALTHCARE ALLIANCE,330,Dermatology Service,2023-08-01,2024-01-01,6,6,0,0.0,0,True,True,2024-01-01
DLG__502,DLG,MAYFLOWER HEALTHCARE ALLIANCE,502,Gynaecology Service,2023-08-01,2024-01-01,6,6,0,0.0,0,True,True,2024-01-01
L4R3R__130,L4R3R,NEWMEDICA - HAMPSHIRE,130,Ophthalmology Service,2023-08-01,2026-05-01,34,34,0,0.0,0,True,False,2026-05-01
NLX__X04,NLX,SIRONA CARE & HEALTH,X04,Other - Paediatric Services,2023-08-01,2023-09-01,2,2,0,0.0,0,True,True,2023-09-01
NT224__320,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",320,Cardiology Service,2023-08-01,2023-09-01,2,2,0,0.0,0,True,True,2023-09-01
NT229__160,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",160,Plastic Surgery Service,2023-08-01,2026-05-01,34,34,0,0.0,0,True,False,2026-05-01
NT233__X06,NT233,"NUFFIELD HEALTH, PLYMOUTH HOSPITAL",X06,Other - Other Services,2023-08-01,2026-05-01,34,34,0,0.0,0,True,False,2026-05-01
NT411__150,NT411,CLEMENTINE CHURCHILL HOSPITAL,150,Neurosurgical Service,2023-08-01,2025-02-01,19,10,9,47.36842105263158,6,True,True,2025-02-01
NVC01__320,NVC01,ASHTEAD HOSPITAL,320,Cardiology Service,2023-08-01,2023-09-01,2,2,0,0.0,0,True,True,2023-09-01
NVC04__170,NVC04,DUCHY HOSPITAL,170,Cardiothoracic Surgery Service,2023-08-01,2023-08-01,1,1,0,0.0,0,True,True,2023-08-01
R1K__X03,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X03,Other - Mental Health Services,2023-08-01,2026-05-01,34,34,0,0.0,0,True,False,2026-05-01
R1K__X05,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,X05,Other - Surgical Services,2023-08-01,2026-05-01,34,34,0,0.0,0,True,False,2026-05-01
DFY01__320,DFY01,COTSWOLDS SURGICAL PARTNERS,320,Cardiology Service,2023-09-01,2023-09-01,1,1,0,0.0,0,True,True,2023-09-01
DXV__120,DXV,OMNES HEALTHCARE LTD,120,Ear Nose and Throat Service,2023-09-01,2026-05-01,33,33,0,0.0,0,True,False,2026-05-01
DXV__330,DXV,OMNES HEALTHCARE LTD,330,Dermatology Service,2023-09-01,2026-05-01,33,33,0,0.0,0,True,False,2026-05-01
G5X2Q__130,G5X2Q,SPAMEDICA NORTH TYNESIDE,130,Ophthalmology Service,2023-09-01,2026-05-01,33,33,0,0.0,0,True,False,2026-05-01
J3J8Z__130,J3J8Z,NEWMEDICA - OXFORDSHIRE,130,Ophthalmology Service,2023-09-01,2026-05-01,33,33,0,0.0,0,True,False,2026-05-01
K8I4X__101,K8I4X,GLENDON WOOD HOSPITAL,101,Urology Service,2023-09-01,2026-05-01,33,33,0,0.0,0,True,False,2026-05-01
K8I4X__X06,K8I4X,GLENDON WOOD HOSPITAL,X06,Other - Other Services,2023-09-01,2026-05-01,33,31,2,6.0606060606060606,1,True,False,2026-05-01
NVC14__410,NVC14,PARK HILL HOSPITAL,410,Rheumatology Service,2023-09-01,2024-09-01,13,11,2,15.384615384615385,2,True,True,2024-09-01
B3M1X__301,B3M1X,CLAREMONT PRIVATE HOSPITAL,301,Gastroenterology Service,2023-10-01,2026-05-01,32,10,22,68.75,22,True,False,2026-05-01
E1U4T__130,E1U4T,SPAMEDICA CARLISLE,130,Ophthalmology Service,2023-10-01,2026-05-01,32,32,0,0.0,0,True,False,2026-05-01
K8I4X__502,K8I4X,GLENDON WOOD HOSPITAL,502,Gynaecology Service,2023-10-01,2026-05-01,32,30,2,6.25,1,True,False,2026-05-01
NEQ__X05,NEQ,PHOENIX HEALTH SOLUTIONS LIMITED HQ,X05,Other - Surgical Services,2023-10-01,2023-10-01,1,1,0,0.0,0,True,True,2023-10-01
RJ1__150,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,150,Neurosurgical Service,2023-10-01,2025-09-01,24,24,0,0.0,0,True,True,2025-09-01
A4M8P__X03,A4M8P,BUCKSHAW HOSPITAL,X03,Other - Mental Health Services,2023-11-01,2024-07-01,9,9,0,0.0,0,True,True,2024-07-01
AY1__100,AY1,MEDEFER,100,General Surgery Service,2023-11-01,2025-08-01,22,21,1,4.545454545454546,1,True,True,2025-08-01
AY1__301,AY1,MEDEFER,301,Gastroenterology Service,2023-11-01,2026-05-01,31,31,0,0.0,0,True,False,2026-05-01
DXV__320,DXV,OMNES HEALTHCARE LTD,320,Cardiology Service,2023-11-01,2026-01-01,27,5,22,81.48148148148148,17,True,True,2026-01-01
NT320__330,NT320,SPIRE PARKWAY HOSPITAL,330,Dermatology Service,2023-11-01,2023-11-01,1,1,0,0.0,0,True,True,2023-11-01
RAS__X03,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2023-11-01,2025-08-01,22,12,10,45.45454545454545,4,True,True,2025-08-01
A4Q9X__130,A4Q9X,NEWMEDICA LEICESTER,130,Ophthalmology Service,2023-12-01,2026-05-01,30,30,0,0.0,0,True,False,2026-05-01
AY1__X02,AY1,MEDEFER,X02,Other - Medical Services,2023-12-01,2026-05-01,30,30,0,0.0,0,True,False,2026-05-01
AY1__X05,AY1,MEDEFER,X05,Other - Surgical Services,2023-12-01,2025-07-01,20,20,0,0.0,0,True,True,2025-07-01
F9Z4V__400,F9Z4V,CIRCLE READING HOSPITAL,400,Neurology Service,2023-12-01,2025-12-01,25,7,18,72.0,10,True,True,2025-12-01
NT213__X06,NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",X06,Other - Other Services,2023-12-01,2024-01-01,2,2,0,0.0,0,True,True,2024-01-01
NT308__101,NT308,SPIRE GATWICK PARK HOSPITAL,101,Urology Service,2023-12-01,2024-01-01,2,2,0,0.0,0,True,True,2024-01-01
NT347__340,NT347,SPIRE FYLDE COAST HOSPITAL,340,Respiratory Medicine Service,2023-12-01,2023-12-01,1,1,0,0.0,0,True,True,2023-12-01
RP1__X05,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,X05,Other - Surgical Services,2023-12-01,2024-01-01,2,2,0,0.0,0,True,True,2024-01-01
RWD__140,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,140,Oral Surgery Service,2023-12-01,2026-05-01,30,30,0,0.0,0,True,False,2026-05-01
G3Q3Z__130,G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,130,Ophthalmology Service,2024-01-01,2024-01-01,1,1,0,0.0,0,True,True,2024-01-01
NT204__X02,NT204,"NUFFIELD HEALTH, BRENTWOOD HOSPITAL",X02,Other - Medical Services,2024-01-01,2025-10-01,22,4,18,81.81818181818181,18,True,True,2025-10-01
NVC09__330,NVC09,NEW HALL HOSPITAL,330,Dermatology Service,2024-01-01,2024-01-01,1,1,0,0.0,0,True,True,2024-01-01
R0F4N__X02,R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,X02,Other - Medical Services,2024-01-01,2026-05-01,29,20,9,31.03448275862069,3,True,False,2026-05-01
RCB__170,RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2024-01-01,2024-07-01,7,7,0,0.0,0,True,True,2024-07-01
RJC__150,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,150,Neurosurgical Service,2024-01-01,2024-04-01,4,4,0,0.0,0,True,True,2024-04-01
RL1__101,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,2024-01-01,2024-01-01,1,1,0,0.0,0,True,True,2024-01-01
J2H6H__130,J2H6H,SPAMEDICA COLCHESTER,130,Ophthalmology Service,2024-02-01,2026-05-01,28,28,0,0.0,0,True,False,2026-05-01
NNE__X03,NNE,DORKING HEALTHCARE LIMITED (DHC),X03,Other - Mental Health Services,2024-02-01,2026-05-01,28,27,1,3.5714285714285716,1,True,False,2026-05-01
NNE__X04,NNE,DORKING HEALTHCARE LIMITED (DHC),X04,Other - Paediatric Services,2024-02-01,2026-05-01,28,28,0,0.0,0,True,False,2026-05-01
NNE__X05,NNE,DORKING HEALTHCARE LIMITED (DHC),X05,Other - Surgical Services,2024-02-01,2026-05-01,28,28,0,0.0,0,True,False,2026-05-01
NNE__X06,NNE,DORKING HEALTHCARE LIMITED (DHC),X06,Other - Other Services,2024-02-01,2026-05-01,28,28,0,0.0,0,True,False,2026-05-01
NYR__101,NYR,HEALTHSHARE DIAGNOSTICS,101,Urology Service,2024-02-01,2026-05-01,28,28,0,0.0,0,True,False,2026-05-01
NYR__130,NYR,HEALTHSHARE DIAGNOSTICS,130,Ophthalmology Service,2024-02-01,2026-05-01,28,28,0,0.0,0,True,False,2026-05-01
NYR__160,NYR,HEALTHSHARE DIAGNOSTICS,160,Plastic Surgery Service,2024-02-01,2026-05-01,28,28,0,0.0,0,True,False,2026-05-01
NYR__410,NYR,HEALTHSHARE DIAGNOSTICS,410,Rheumatology Service,2024-02-01,2026-05-01,28,28,0,0.0,0,True,False,2026-05-01
NYR__502,NYR,HEALTHSHARE DIAGNOSTICS,502,Gynaecology Service,2024-02-01,2026-05-01,28,28,0,0.0,0,True,False,2026-05-01
RJL__150,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,150,Neurosurgical Service,2024-02-01,2026-05-01,28,22,6,21.428571428571427,2,True,False,2026-05-01
Z5J5V__130,Z5J5V,SPAMEDICA HAYDOCK,130,Ophthalmology Service,2024-02-01,2026-05-01,28,28,0,0.0,0,True,False,2026-05-01
J3X4C__130,J3X4C,SPAMEDICA WORCESTER,130,Ophthalmology Service,2024-03-01,2026-05-01,27,27,0,0.0,0,True,False,2026-05-01
NDJ__101,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,101,Urology Service,2024-03-01,2026-02-01,24,2,22,91.66666666666667,22,True,True,2026-02-01
NEY__X03,NEY,PIONEER HEALTHCARE LIMITED,X03,Other - Mental Health Services,2024-03-01,2024-03-01,1,1,0,0.0,0,True,True,2024-03-01
NT423__120,NT423,MANOR HOSPITAL,120,Ear Nose and Throat Service,2024-03-01,2024-03-01,1,1,0,0.0,0,True,True,2024-03-01
NT423__150,NT423,MANOR HOSPITAL,150,Neurosurgical Service,2024-03-01,2024-03-01,1,1,0,0.0,0,True,True,2024-03-01
NT423__400,NT423,MANOR HOSPITAL,400,Neurology Service,2024-03-01,2024-03-01,1,1,0,0.0,0,True,True,2024-03-01
NYR__330,NYR,HEALTHSHARE DIAGNOSTICS,330,Dermatology Service,2024-03-01,2026-05-01,27,27,0,0.0,0,True,False,2026-05-01
V8N5R__130,V8N5R,SPAMEDICA DALSTON,130,Ophthalmology Service,2024-03-01,2026-05-01,27,27,0,0.0,0,True,False,2026-05-01
A4M8P__170,A4M8P,BUCKSHAW HOSPITAL,170,Cardiothoracic Surgery Service,2024-04-01,2024-07-01,4,4,0,0.0,0,True,True,2024-07-01
AY1__330,AY1,MEDEFER,330,Dermatology Service,2024-04-01,2025-08-01,17,17,0,0.0,0,True,True,2025-08-01
AY1__410,AY1,MEDEFER,410,Rheumatology Service,2024-04-01,2026-05-01,26,26,0,0.0,0,True,False,2026-05-01
G3Z1Q__320,G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),320,Cardiology Service,2024-04-01,2025-06-01,15,3,12,80.0,11,True,True,2025-06-01
NT215__301,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",301,Gastroenterology Service,2024-04-01,2024-04-01,1,1,0,0.0,0,True,True,2024-04-01
NT325__400,NT325,SPIRE MURRAYFIELD HOSPITAL,400,Neurology Service,2024-04-01,2026-04-01,25,5,20,80.0,8,True,True,2026-04-01
NT337__330,NT337,SPIRE LIVERPOOL HOSPITAL,330,Dermatology Service,2024-04-01,2024-05-01,2,2,0,0.0,0,True,True,2024-05-01
NT490__120,NT490,SOUTHEND PRIVATE HOSPITAL,120,Ear Nose and Throat Service,2024-04-01,2024-09-01,6,6,0,0.0,0,True,True,2024-09-01
NT490__X06,NT490,SOUTHEND PRIVATE HOSPITAL,X06,Other - Other Services,2024-04-01,2026-05-01,26,26,0,0.0,0,True,False,2026-05-01
NVC13__400,NVC13,OAKS HOSPITAL,400,Neurology Service,2024-04-01,2026-03-01,24,8,16,66.66666666666667,14,True,True,2026-03-01
NVC28__400,NVC28,CLIFTON PARK HOSPITAL,400,Neurology Service,2024-04-01,2025-12-01,21,7,14,66.66666666666667,14,True,True,2025-12-01
NVC28__X05,NVC28,CLIFTON PARK HOSPITAL,X05,Other - Surgical Services,2024-04-01,2026-04-01,25,12,13,52.0,12,True,True,2026-04-01
R3I5E__130,R3I5E,NEWMEDICA -TELFORD,130,Ophthalmology Service,2024-04-01,2025-06-01,15,15,0,0.0,0,True,True,2025-06-01
RJ8__X02,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X02,Other - Medical Services,2024-04-01,2026-05-01,26,26,0,0.0,0,True,False,2026-05-01
K8I4X__160,K8I4X,GLENDON WOOD HOSPITAL,160,Plastic Surgery Service,2024-05-01,2025-02-01,10,7,3,30.0,3,True,True,2025-02-01
NT239__400,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",400,Neurology Service,2024-05-01,2025-07-01,15,15,0,0.0,0,True,True,2025-07-01
NT239__X05,NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",X05,Other - Surgical Services,2024-05-01,2024-10-01,6,6,0,0.0,0,True,True,2024-10-01
NT490__330,NT490,SOUTHEND PRIVATE HOSPITAL,330,Dermatology Service,2024-05-01,2025-12-01,20,20,0,0.0,0,True,True,2025-12-01
RJ8__110,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,2024-05-01,2026-05-01,25,25,0,0.0,0,True,False,2026-05-01
8KL73__301,8KL73,ENDOCARE DIAGNOSTICS,301,Gastroenterology Service,2024-06-01,2024-08-01,3,3,0,0.0,0,True,True,2024-08-01
NPR01__330,NPR01,ABOUT HEALTH HQ,330,Dermatology Service,2024-06-01,2026-05-01,24,24,0,0.0,0,True,False,2026-05-01
NQM01__100,NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,100,General Surgery Service,2024-06-01,2024-06-01,1,1,0,0.0,0,True,True,2024-06-01
T4I8V__130,T4I8V,SPAMEDICA CHESTERFIELD,130,Ophthalmology Service,2024-06-01,2026-05-01,24,24,0,0.0,0,True,False,2026-05-01
F0R0W__130,F0R0W,NEWMEDICA - DARLINGTON,130,Ophthalmology Service,2024-07-01,2026-05-01,23,23,0,0.0,0,True,False,2026-05-01
N8R1N__130,N8R1N,NEWMEDICA - BERKSHIRE,130,Ophthalmology Service,2024-07-01,2026-05-01,23,23,0,0.0,0,True,False,2026-05-01
NT216__100,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",100,General Surgery Service,2024-07-01,2026-05-01,23,21,2,8.695652173913043,2,True,False,2026-05-01
NT216__101,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",101,Urology Service,2024-07-01,2026-05-01,23,21,2,8.695652173913043,2,True,False,2026-05-01
NT216__110,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",110,Trauma and Orthopaedic Service,2024-07-01,2026-05-01,23,21,2,8.695652173913043,2,True,False,2026-05-01
NT216__120,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",120,Ear Nose and Throat Service,2024-07-01,2026-04-01,22,20,2,9.090909090909092,2,True,True,2026-04-01
NT216__140,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",140,Oral Surgery Service,2024-07-01,2026-01-01,19,10,9,47.36842105263158,4,True,True,2026-01-01
NT216__400,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",400,Neurology Service,2024-07-01,2024-07-01,1,1,0,0.0,0,True,True,2024-07-01
NT216__502,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",502,Gynaecology Service,2024-07-01,2026-05-01,23,20,3,13.043478260869565,2,True,False,2026-05-01
NT216__X02,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",X02,Other - Medical Services,2024-07-01,2026-05-01,23,21,2,8.695652173913043,2,True,False,2026-05-01
NT401__330,NT401,ALEXANDRA HOSPITAL,330,Dermatology Service,2024-07-01,2024-07-01,1,1,0,0.0,0,True,True,2024-07-01
RJC__X03,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2024-07-01,2025-01-01,7,5,2,28.571428571428573,2,True,True,2025-01-01
RJL__160,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,160,Plastic Surgery Service,2024-07-01,2026-05-01,23,19,4,17.391304347826086,2,True,False,2026-05-01
RP4__400,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,400,Neurology Service,2024-07-01,2024-11-01,5,5,0,0.0,0,True,True,2024-11-01
A1U4J__130,A1U4J,SPAMEDICA PORTSMOUTH,130,Ophthalmology Service,2024-08-01,2026-05-01,22,22,0,0.0,0,True,False,2026-05-01
AAV__301,AAV,COMMUNITY HEALTH AND EYECARE LIMITED,301,Gastroenterology Service,2024-08-01,2026-05-01,22,22,0,0.0,0,True,False,2026-05-01
G6S7A__130,G6S7A,SPAMEDICA TAUNTON,130,Ophthalmology Service,2024-08-01,2026-05-01,22,22,0,0.0,0,True,False,2026-05-01
NEY__170,NEY,PIONEER HEALTHCARE LIMITED,170,Cardiothoracic Surgery Service,2024-08-01,2024-08-01,1,1,0,0.0,0,True,True,2024-08-01
NT214__X05,NT214,"NUFFIELD HEALTH, WESSEX HOSPITAL",X05,Other - Surgical Services,2024-08-01,2026-05-01,22,12,10,45.45454545454545,5,True,False,2026-05-01
NT305__320,NT305,SPIRE PORTSMOUTH HOSPITAL,320,Cardiology Service,2024-08-01,2024-08-01,1,1,0,0.0,0,True,True,2024-08-01
NT315__400,NT315,SPIRE BUSHEY HOSPITAL,400,Neurology Service,2024-08-01,2026-03-01,20,7,13,65.0,9,True,True,2026-03-01
R1K__170,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,170,Cardiothoracic Surgery Service,2024-08-01,2024-09-01,2,2,0,0.0,0,True,True,2024-09-01
RWG__150,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,150,Neurosurgical Service,2024-08-01,2025-10-01,15,6,9,60.0,6,True,True,2025-10-01
DJH01__100,DJH01,THE ROYAL BUCKINGHAMSHIRE HOSPITAL LTD,100,General Surgery Service,2024-09-01,2026-05-01,21,15,6,28.571428571428573,3,True,False,2026-05-01
DJH01__X05,DJH01,THE ROYAL BUCKINGHAMSHIRE HOSPITAL LTD,X05,Other - Surgical Services,2024-09-01,2025-08-01,12,12,0,0.0,0,True,True,2025-08-01
K9J3O__130,K9J3O,SPAMEDICA LUTON,130,Ophthalmology Service,2024-09-01,2026-05-01,21,21,0,0.0,0,True,False,2026-05-01
M9U8M__301,M9U8M,ENDOCARE DIAGNOSTICS LTD,301,Gastroenterology Service,2024-09-01,2026-05-01,21,21,0,0.0,0,True,False,2026-05-01
NRL__320,NRL,HEART NETWORKS,320,Cardiology Service,2024-09-01,2026-05-01,21,17,4,19.047619047619047,4,True,False,2026-05-01
NT428__400,NT428,PRINCESS MARGARET HOSPITAL,400,Neurology Service,2024-09-01,2024-10-01,2,2,0,0.0,0,True,True,2024-10-01
NT457__150,NT457,WOODLANDS HOSPITAL,150,Neurosurgical Service,2024-09-01,2026-05-01,21,18,3,14.285714285714286,1,True,False,2026-05-01
NVL__330,NVL,DMC DERMATOLOGY,330,Dermatology Service,2024-09-01,2025-09-01,13,13,0,0.0,0,True,True,2025-09-01
RP4__120,RP4,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2024-09-01,2024-09-01,1,1,0,0.0,0,True,True,2024-09-01
RPG__X05,RPG,OXLEAS NHS FOUNDATION TRUST,X05,Other - Surgical Services,2024-09-01,2024-09-01,1,1,0,0.0,0,True,True,2024-09-01
RQW__X03,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,X03,Other - Mental Health Services,2024-09-01,2025-01-01,5,5,0,0.0,0,True,True,2025-01-01
RVV__X03,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2024-09-01,2024-10-01,2,2,0,0.0,0,True,True,2024-10-01
S3H9L__100,S3H9L,THE HAMPTONS HOSPITAL LTD,100,General Surgery Service,2024-09-01,2026-05-01,21,21,0,0.0,0,True,False,2026-05-01
S3H9L__101,S3H9L,THE HAMPTONS HOSPITAL LTD,101,Urology Service,2024-09-01,2026-05-01,21,21,0,0.0,0,True,False,2026-05-01
S3H9L__110,S3H9L,THE HAMPTONS HOSPITAL LTD,110,Trauma and Orthopaedic Service,2024-09-01,2026-05-01,21,21,0,0.0,0,True,False,2026-05-01
S3H9L__120,S3H9L,THE HAMPTONS HOSPITAL LTD,120,Ear Nose and Throat Service,2024-09-01,2026-05-01,21,21,0,0.0,0,True,False,2026-05-01
S3H9L__130,S3H9L,THE HAMPTONS HOSPITAL LTD,130,Ophthalmology Service,2024-09-01,2025-03-01,7,7,0,0.0,0,True,True,2025-03-01
S3H9L__301,S3H9L,THE HAMPTONS HOSPITAL LTD,301,Gastroenterology Service,2024-09-01,2026-05-01,21,21,0,0.0,0,True,False,2026-05-01
S3H9L__330,S3H9L,THE HAMPTONS HOSPITAL LTD,330,Dermatology Service,2024-09-01,2025-08-01,12,12,0,0.0,0,True,True,2025-08-01
S3H9L__502,S3H9L,THE HAMPTONS HOSPITAL LTD,502,Gynaecology Service,2024-09-01,2026-05-01,21,21,0,0.0,0,True,False,2026-05-01
S3H9L__X02,S3H9L,THE HAMPTONS HOSPITAL LTD,X02,Other - Medical Services,2024-09-01,2025-09-01,13,13,0,0.0,0,True,True,2025-09-01
S3H9L__X05,S3H9L,THE HAMPTONS HOSPITAL LTD,X05,Other - Surgical Services,2024-09-01,2025-10-01,14,14,0,0.0,0,True,True,2025-10-01
S3H9L__X06,S3H9L,THE HAMPTONS HOSPITAL LTD,X06,Other - Other Services,2024-09-01,2025-06-01,10,10,0,0.0,0,True,True,2025-06-01
Z2L9B__130,Z2L9B,NEWMEDICA - MANCHESTER WEST,130,Ophthalmology Service,2024-09-01,2026-05-01,21,21,0,0.0,0,True,False,2026-05-01
A4M8P__140,A4M8P,BUCKSHAW HOSPITAL,140,Oral Surgery Service,2024-10-01,2025-05-01,8,8,0,0.0,0,True,True,2025-05-01
H1T2P__130,H1T2P,SPAMEDICA SWINDON,130,Ophthalmology Service,2024-10-01,2026-05-01,20,20,0,0.0,0,True,False,2026-05-01
I1H7K__130,I1H7K,SPAMEDICA SALE,130,Ophthalmology Service,2024-10-01,2026-05-01,20,20,0,0.0,0,True,False,2026-05-01
NT211__X02,NT211,"NUFFIELD HEALTH, CHELTENHAM HOSPITAL",X02,Other - Medical Services,2024-10-01,2026-05-01,20,20,0,0.0,0,True,False,2026-05-01
NT212__X03,NT212,"NUFFIELD HEALTH, CHICHESTER HOSPITAL",X03,Other - Mental Health Services,2024-10-01,2025-04-01,7,2,5,71.42857142857143,5,True,True,2025-04-01
NT215__130,NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",130,Ophthalmology Service,2024-10-01,2024-10-01,1,1,0,0.0,0,True,True,2024-10-01
NT216__X06,NT216,"NUFFIELD HEALTH, GUILDFORD HOSPITAL",X06,Other - Other Services,2024-10-01,2026-04-01,19,17,2,10.526315789473685,2,True,True,2026-04-01
NT226__330,NT226,"NUFFIELD HEALTH, LEICESTER HOSPITAL",330,Dermatology Service,2024-10-01,2024-10-01,1,1,0,0.0,0,True,True,2024-10-01
NT318__X05,NT318,SPIRE NORWICH HOSPITAL,X05,Other - Surgical Services,2024-10-01,2025-10-01,13,8,5,38.46153846153846,5,True,True,2025-10-01
NT412__320,NT412,DROITWICH SPA HOSPITAL,320,Cardiology Service,2024-10-01,2026-05-01,20,18,2,10.0,2,True,False,2026-05-01
RPC__340,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,340,Respiratory Medicine Service,2024-10-01,2026-05-01,20,20,0,0.0,0,True,False,2026-05-01
RVR__150,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,150,Neurosurgical Service,2024-10-01,2026-04-01,19,8,11,57.89473684210526,7,True,True,2026-04-01
RW1__330,RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,330,Dermatology Service,2024-10-01,2025-09-01,12,3,9,75.0,5,True,True,2025-09-01
ADF01__330,ADF01,NORTHWEST DIAGNOSTIC & TREATMENT SERVICES (MANOR HOUSE SURGERY),330,Dermatology Service,2024-11-01,2025-02-01,4,4,0,0.0,0,True,True,2025-02-01
C9A7J__130,C9A7J,NEWMEDICA - BRADFORD & HUDDERSFIELD,130,Ophthalmology Service,2024-11-01,2026-05-01,19,19,0,0.0,0,True,False,2026-05-01
DTT__X05,DTT,PHOENIX PUBLIC HEALTH LTD,X05,Other - Surgical Services,2024-11-01,2026-05-01,19,19,0,0.0,0,True,False,2026-05-01
