series_id,trust_code,trust_name,specialty_code,specialty_name,first_month,last_month,total_months,observed_months,missing_months,missing_pct,max_consecutive_missing_months,excluded_for_insufficient_history,discontinued_series,latest_observed_month
NYW03__300,NYW03,ASPEN - HIGHGATE HOSPITAL,300,General Medicine,2016-02-01,2021-01-01,60,12,48,80.0,20,False,True,2021-01-01
NYW03__330,NYW03,ASPEN - HIGHGATE HOSPITAL,330,Dermatology,2016-02-01,2016-02-01,1,1,0,0.0,0,True,True,2016-02-01
RGP__430,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,430,Geriatric Medicine,2016-02-01,2026-05-01,124,76,48,38.70967741935484,28,False,False,2026-05-01
RLN__160,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,160,Plastic Surgery,2016-02-01,2017-11-01,22,5,17,77.27272727272727,9,True,True,2017-11-01
RLN__330,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,330,Dermatology,2016-02-01,2019-01-01,36,7,29,80.55555555555556,29,False,True,2019-01-01
RMP__150,RMP,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,150,Neurosurgery,2016-02-01,2019-02-01,37,36,1,2.7027027027027026,1,False,True,2019-02-01
RNZ__400,RNZ,SALISBURY NHS FOUNDATION TRUST,400,Neurology,2016-02-01,2016-03-01,2,2,0,0.0,0,True,True,2016-03-01
RRJ__150,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,150,Neurosurgery,2016-02-01,2024-06-01,101,2,99,98.01980198019803,99,False,True,2024-06-01
RT3__100,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,100,General Surgery,2016-02-01,2018-07-01,30,7,23,76.66666666666667,14,True,True,2018-07-01
RTK__160,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery,2016-02-01,2026-05-01,124,121,3,2.4193548387096775,3,False,False,2026-05-01
NT224__X01,NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",X01,Other,2016-03-01,2021-02-01,60,7,53,88.33333333333333,18,False,True,2021-02-01
NT242__140,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",140,Oral Surgery,2016-03-01,2023-05-01,87,9,78,89.65517241379311,56,False,True,2023-05-01
NT242__502,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",502,Gynaecology,2016-03-01,2026-04-01,122,13,109,89.34426229508196,54,False,True,2026-04-01
NT314__101,NT314,SPIRE RODING HOSPITAL,101,Urology,2016-03-01,2026-05-01,123,21,102,82.92682926829268,60,False,False,2026-05-01
NT325__301,NT325,SPIRE MURRAYFIELD HOSPITAL,301,Gastroenterology,2016-03-01,2026-05-01,123,6,117,95.1219512195122,80,False,False,2026-05-01
NT343__160,NT343,SPIRE THAMES VALLEY HOSPITAL,160,Plastic Surgery,2016-03-01,2026-04-01,122,98,24,19.672131147540984,8,False,True,2026-04-01
NT403__160,NT403,BMI - THE BEARDWOOD HOSPITAL,160,Plastic Surgery,2016-03-01,2016-04-01,2,2,0,0.0,0,True,True,2016-04-01
NT409__400,NT409,BMI - CHELSFIELD PARK HOSPITAL,400,Neurology,2016-03-01,2022-12-01,82,8,74,90.2439024390244,52,False,True,2022-12-01
NT426__X01,NT426,BMI - THE PADDOCKS HOSPITAL,X01,Other,2016-03-01,2016-03-01,1,1,0,0.0,0,True,True,2016-03-01
NT455__101,NT455,BMI MOUNT ALVERNIA HOSPITAL,101,Urology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
NT455__400,NT455,BMI MOUNT ALVERNIA HOSPITAL,400,Neurology,2016-03-01,2016-04-01,2,2,0,0.0,0,True,True,2016-04-01
NTPC3__301,NTPC3,NORTH WEST CATS PATHWAY MANAGEMENT CENTRE,301,Gastroenterology,2016-03-01,2017-01-01,11,11,0,0.0,0,True,True,2017-01-01
NTPH2__140,NTPH2,EMERSONS GREEN NHS TREATMENT CENTRE,140,Oral Surgery,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
NTPH3__140,NTPH3,DEVIZES NHS TREATMENT CENTRE,140,Oral Surgery,2016-03-01,2026-05-01,123,116,7,5.691056910569106,7,False,False,2026-05-01
NV302__320,NV302,CIRCLE BATH HOSPITAL,320,Cardiology,2016-03-01,2021-03-01,61,12,49,80.32786885245902,47,False,True,2021-03-01
NVC01__410,NVC01,ASHTEAD HOSPITAL,410,Rheumatology,2016-03-01,2016-04-01,2,2,0,0.0,0,True,True,2016-04-01
NVC05__300,NVC05,EUXTON HALL HOSPITAL,300,General Medicine,2016-03-01,2021-12-01,70,8,62,88.57142857142857,62,False,True,2021-12-01
NVC05__301,NVC05,EUXTON HALL HOSPITAL,301,Gastroenterology,2016-03-01,2026-05-01,123,121,2,1.6260162601626016,2,False,False,2026-05-01
NVC06__400,NVC06,FITZWILLIAM HOSPITAL,400,Neurology,2016-03-01,2025-08-01,114,46,68,59.64912280701754,31,False,True,2025-08-01
NVC20__300,NVC20,THE YORKSHIRE CLINIC,300,General Medicine,2016-03-01,2026-05-01,123,83,40,32.520325203252035,10,False,False,2026-05-01
NVC22__160,NVC22,WINFIELD HOSPITAL,160,Plastic Surgery,2016-03-01,2026-05-01,123,61,62,50.40650406504065,51,False,False,2026-05-01
R1K__160,R1K,LONDON NORTH WEST HEALTHCARE NHS TRUST,160,Plastic Surgery,2016-03-01,2026-05-01,123,95,28,22.764227642276424,10,False,False,2026-05-01
RJZ__100,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,100,General Surgery,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__101,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,101,Urology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__110,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__120,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,120,ENT,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__130,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__140,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__150,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,150,Neurosurgery,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__160,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,160,Plastic Surgery,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__170,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__300,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,300,General Medicine,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__301,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,301,Gastroenterology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__320,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,320,Cardiology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__330,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,330,Dermatology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__340,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,340,Thoracic Medicine,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__400,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,400,Neurology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__410,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,410,Rheumatology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__430,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,430,Geriatric Medicine,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__502,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RJZ__X01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,X01,Other,2016-03-01,2021-03-01,61,61,0,0.0,0,False,True,2021-03-01
RQX__100,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,100,General Surgery,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__101,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,101,Urology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__110,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,110,Trauma & Orthopaedics,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__120,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,120,ENT,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__130,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology,2016-03-01,2025-09-01,115,115,0,0.0,0,False,True,2025-09-01
RQX__160,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,160,Plastic Surgery,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__300,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,300,General Medicine,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__301,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,301,Gastroenterology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__320,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,320,Cardiology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__330,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,330,Dermatology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__340,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,340,Thoracic Medicine,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__400,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,400,Neurology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__410,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,410,Rheumatology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__430,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,430,Geriatric Medicine,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__502,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology,2016-03-01,2026-05-01,123,123,0,0.0,0,False,False,2026-05-01
RQX__X01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,X01,Other,2016-03-01,2021-03-01,61,61,0,0.0,0,False,True,2021-03-01
RY2__170,RY2,BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2016-03-01,2018-04-01,26,2,24,92.3076923076923,24,True,True,2018-04-01
AAH__100,AAH,TETBURY HOSPITAL TRUST LTD,100,General Surgery,2016-04-01,2026-05-01,122,121,1,0.819672131147541,1,False,False,2026-05-01
AAH__101,AAH,TETBURY HOSPITAL TRUST LTD,101,Urology,2016-04-01,2026-05-01,122,121,1,0.819672131147541,1,False,False,2026-05-01
AAH__110,AAH,TETBURY HOSPITAL TRUST LTD,110,Trauma & Orthopaedics,2016-04-01,2026-05-01,122,121,1,0.819672131147541,1,False,False,2026-05-01
AAH__120,AAH,TETBURY HOSPITAL TRUST LTD,120,ENT,2016-04-01,2026-05-01,122,121,1,0.819672131147541,1,False,False,2026-05-01
AAH__130,AAH,TETBURY HOSPITAL TRUST LTD,130,Ophthalmology,2016-04-01,2026-05-01,122,121,1,0.819672131147541,1,False,False,2026-05-01
AAH__140,AAH,TETBURY HOSPITAL TRUST LTD,140,Oral Surgery,2016-04-01,2026-05-01,122,120,2,1.639344262295082,1,False,False,2026-05-01
AAH__301,AAH,TETBURY HOSPITAL TRUST LTD,301,Gastroenterology,2016-04-01,2022-12-01,81,76,5,6.172839506172839,1,False,True,2022-12-01
AAH__320,AAH,TETBURY HOSPITAL TRUST LTD,320,Cardiology,2016-04-01,2026-05-01,122,121,1,0.819672131147541,1,False,False,2026-05-01
AAH__330,AAH,TETBURY HOSPITAL TRUST LTD,330,Dermatology,2016-04-01,2024-08-01,101,51,50,49.504950495049506,33,False,True,2024-08-01
AAH__340,AAH,TETBURY HOSPITAL TRUST LTD,340,Thoracic Medicine,2016-04-01,2026-05-01,122,119,3,2.459016393442623,1,False,False,2026-05-01
AAH__502,AAH,TETBURY HOSPITAL TRUST LTD,502,Gynaecology,2016-04-01,2026-05-01,122,121,1,0.819672131147541,1,False,False,2026-05-01
AAH__X01,AAH,TETBURY HOSPITAL TRUST LTD,X01,Other,2016-04-01,2021-03-01,60,59,1,1.6666666666666667,1,False,True,2021-03-01
NT229__X01,NT229,"NUFFIELD HEALTH, NEWCASTLE UPON TYNE HOSPITAL",X01,Other,2016-04-01,2019-02-01,35,4,31,88.57142857142857,16,True,True,2019-02-01
NT321__160,NT321,SPIRE LITTLE ASTON HOSPITAL,160,Plastic Surgery,2016-04-01,2022-05-01,74,33,41,55.4054054054054,39,False,True,2022-05-01
NT351__160,NT351,SPIRE HULL AND EAST RIDING HOSPITAL,160,Plastic Surgery,2016-04-01,2026-04-01,121,72,49,40.49586776859504,47,False,True,2026-04-01
NT409__120,NT409,BMI - CHELSFIELD PARK HOSPITAL,120,ENT,2016-04-01,2026-05-01,122,122,0,0.0,0,False,False,2026-05-01
NT411__400,NT411,BMI - THE CLEMENTINE CHURCHILL HOSPITAL,400,Neurology,2016-04-01,2026-05-01,122,68,54,44.26229508196721,31,False,False,2026-05-01
NT439__X01,NT439,BMI - THE SOUTH CHESHIRE PRIVATE HOSPITAL,X01,Other,2016-04-01,2019-10-01,43,27,16,37.2093023255814,4,False,True,2019-10-01
NT451__330,NT451,BMI THE CAVELL HOSPITAL,330,Dermatology,2016-04-01,2017-03-01,12,2,10,83.33333333333333,10,True,True,2017-03-01
NTPAD__120,NTPAD,ST MARY'S NHS TREATMENT CENTRE,120,ENT,2016-04-01,2026-05-01,122,121,1,0.819672131147541,1,False,False,2026-05-01
NTPAD__330,NTPAD,ST MARY'S NHS TREATMENT CENTRE,330,Dermatology,2016-04-01,2021-08-01,65,65,0,0.0,0,False,True,2021-08-01
NVC05__320,NVC05,EUXTON HALL HOSPITAL,320,Cardiology,2016-04-01,2019-12-01,45,9,36,80.0,10,False,True,2019-12-01
NVC15__300,NVC15,PINEHILL HOSPITAL,300,General Medicine,2016-04-01,2021-12-01,69,29,40,57.971014492753625,16,False,True,2021-12-01
NVC16__150,NVC16,RENACRES HOSPITAL,150,Neurosurgery,2016-04-01,2021-04-01,61,16,45,73.77049180327869,39,False,True,2021-04-01
NVC23__410,NVC23,WOODLAND HOSPITAL,410,Rheumatology,2016-04-01,2024-06-01,99,27,72,72.72727272727273,32,False,True,2024-06-01
NVC40__160,NVC40,WOODTHORPE HOSPITAL,160,Plastic Surgery,2016-04-01,2021-11-01,68,3,65,95.58823529411765,53,False,True,2021-11-01
NVC40__400,NVC40,WOODTHORPE HOSPITAL,400,Neurology,2016-04-01,2026-05-01,122,38,84,68.85245901639344,20,False,False,2026-05-01
NXP__100,NXP,INDEPENDENT HEALTH GROUP,100,General Surgery,2016-04-01,2026-05-01,122,122,0,0.0,0,False,False,2026-05-01
NXP__101,NXP,INDEPENDENT HEALTH GROUP,101,Urology,2016-04-01,2026-05-01,122,122,0,0.0,0,False,False,2026-05-01
NXP__110,NXP,INDEPENDENT HEALTH GROUP,110,Trauma & Orthopaedics,2016-04-01,2026-05-01,122,122,0,0.0,0,False,False,2026-05-01
NYW01__330,NYW01,ASPEN - THE HOLLY,330,Dermatology,2016-04-01,2016-07-01,4,4,0,0.0,0,True,True,2016-07-01
RCX__340,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",340,Thoracic Medicine,2016-04-01,2026-05-01,122,121,1,0.819672131147541,1,False,False,2026-05-01
RFS__430,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,430,Geriatric Medicine,2016-04-01,2026-01-01,118,8,110,93.22033898305085,54,False,True,2026-01-01
RGP__170,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2016-04-01,2018-09-01,30,6,24,80.0,24,True,True,2018-09-01
RJ8__X01,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,X01,Other,2016-04-01,2021-03-01,60,60,0,0.0,0,False,True,2021-03-01
RLQ__400,RLQ,WYE VALLEY NHS TRUST,400,Neurology,2016-04-01,2026-05-01,122,115,7,5.737704918032787,7,False,False,2026-05-01
RLT__430,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,430,Geriatric Medicine,2016-04-01,2026-05-01,122,102,20,16.39344262295082,13,False,False,2026-05-01
RR1__150,RR1,HEART OF ENGLAND NHS FOUNDATION TRUST,150,Neurosurgery,2016-04-01,2016-04-01,1,1,0,0.0,0,True,True,2016-04-01
RY6__120,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,120,ENT,2016-04-01,2016-04-01,1,1,0,0.0,0,True,True,2016-04-01
RYX__110,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,110,Trauma & Orthopaedics,2016-04-01,2020-11-01,56,56,0,0.0,0,False,True,2020-11-01
AAH__300,AAH,TETBURY HOSPITAL TRUST LTD,300,General Medicine,2016-05-01,2016-11-01,7,4,3,42.857142857142854,2,True,True,2016-11-01
NT202__101,NT202,"NUFFIELD HEALTH, BOURNEMOUTH HOSPITAL",101,Urology,2016-05-01,2026-05-01,121,111,10,8.264462809917354,5,False,False,2026-05-01
NT207__150,NT207,"NUFFIELD HEALTH, BRISTOL HOSPITAL (ST MARY'S)",150,Neurosurgery,2016-05-01,2016-05-01,1,1,0,0.0,0,True,True,2016-05-01
NT209__400,NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",400,Neurology,2016-05-01,2016-05-01,1,1,0,0.0,0,True,True,2016-05-01
NT238__X01,NT238,"NUFFIELD HEALTH, TAUNTON HOSPITAL",X01,Other,2016-05-01,2016-05-01,1,1,0,0.0,0,True,True,2016-05-01
NT242__X01,NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",X01,Other,2016-05-01,2019-08-01,40,20,20,50.0,7,False,True,2019-08-01
NT245__X01,NT245,"NUFFIELD HEALTH, YORK HOSPITAL",X01,Other,2016-05-01,2018-11-01,31,3,28,90.3225806451613,28,True,True,2018-11-01
NT305__X01,NT305,SPIRE PORTSMOUTH HOSPITAL,X01,Other,2016-05-01,2021-03-01,59,23,36,61.016949152542374,13,False,True,2021-03-01
NT337__150,NT337,SPIRE LIVERPOOL HOSPITAL,150,Neurosurgery,2016-05-01,2026-05-01,121,49,72,59.50413223140496,46,False,False,2026-05-01
NT347__320,NT347,SPIRE FYLDE COAST HOSPITAL,320,Cardiology,2016-05-01,2025-07-01,111,51,60,54.054054054054056,27,False,True,2025-07-01
NT350__330,NT350,SPIRE METHLEY PARK HOSPITAL,330,Dermatology,2016-05-01,2018-05-01,25,2,23,92.0,23,True,True,2018-05-01
NT443__120,NT443,BMI - THE WINTERBOURNE HOSPITAL,120,ENT,2016-05-01,2017-06-01,14,12,2,14.285714285714286,2,True,True,2017-06-01
NVC07__150,NVC07,FULWOOD HALL HOSPITAL,150,Neurosurgery,2016-05-01,2021-04-01,60,18,42,70.0,41,False,True,2021-04-01
NVC07__410,NVC07,FULWOOD HALL HOSPITAL,410,Rheumatology,2016-05-01,2018-07-01,27,3,24,88.88888888888889,24,True,True,2018-07-01
RAN__300,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,300,General Medicine,2016-05-01,2016-07-01,3,2,1,33.333333333333336,1,True,True,2016-07-01
RT3__400,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,400,Neurology,2016-05-01,2017-04-01,12,3,9,75.0,5,True,True,2017-04-01
RY8__300,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,300,General Medicine,2016-05-01,2016-08-01,4,3,1,25.0,1,True,True,2016-08-01
ADP02__170,ADP02,KIMS HOSPITAL (NEWNHAM COURT),170,Cardiothoracic Surgery,2016-06-01,2016-07-01,2,2,0,0.0,0,True,True,2016-07-01
NQH__330,NQH,NOVUS HEALTH LTD,330,Dermatology,2016-06-01,2026-05-01,120,120,0,0.0,0,False,False,2026-05-01
NT302__170,NT302,SPIRE BRISTOL HOSPITAL,170,Cardiothoracic Surgery,2016-06-01,2023-02-01,81,22,59,72.8395061728395,21,False,True,2023-02-01
NT302__320,NT302,SPIRE BRISTOL HOSPITAL,320,Cardiology,2016-06-01,2024-07-01,98,26,72,73.46938775510205,20,False,True,2024-07-01
NT304__120,NT304,SPIRE SOUTHAMPTON HOSPITAL,120,ENT,2016-06-01,2023-04-01,83,30,53,63.855421686746986,13,False,True,2023-04-01
NT305__160,NT305,SPIRE PORTSMOUTH HOSPITAL,160,Plastic Surgery,2016-06-01,2017-10-01,17,11,6,35.294117647058826,6,True,True,2017-10-01
NT318__X01,NT318,SPIRE NORWICH HOSPITAL,X01,Other,2016-06-01,2017-02-01,9,7,2,22.22222222222222,2,True,True,2017-02-01
NT428__150,NT428,BMI - THE PRINCESS MARGARET HOSPITAL,150,Neurosurgery,2016-06-01,2021-10-01,65,16,49,75.38461538461539,15,False,True,2021-10-01
NTPAD__320,NTPAD,ST MARY'S NHS TREATMENT CENTRE,320,Cardiology,2016-06-01,2026-05-01,120,120,0,0.0,0,False,False,2026-05-01
NVC04__400,NVC04,DUCHY HOSPITAL,400,Neurology,2016-06-01,2017-03-01,10,6,4,40.0,4,True,True,2017-03-01
NVC16__320,NVC16,RENACRES HOSPITAL,320,Cardiology,2016-06-01,2018-05-01,24,4,20,83.33333333333333,19,True,True,2018-05-01
RHM__170,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,170,Cardiothoracic Surgery,2016-06-01,2026-05-01,120,120,0,0.0,0,False,False,2026-05-01
RWF__170,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,170,Cardiothoracic Surgery,2016-06-01,2026-05-01,120,80,40,33.333333333333336,39,False,False,2026-05-01
RY7__130,RY7,WIRRAL COMMUNITY NHS FOUNDATION TRUST,130,Ophthalmology,2016-06-01,2024-01-01,92,92,0,0.0,0,False,True,2024-01-01
RYV__300,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,300,General Medicine,2016-06-01,2017-08-01,15,15,0,0.0,0,True,True,2017-08-01
NQT__X01,NQT,VIRGIN CARE LTD,X01,Other,2016-07-01,2017-02-01,8,8,0,0.0,0,True,True,2017-02-01
NQX01__110,NQX01,TOLLGATE CLINIC SITE,110,Trauma & Orthopaedics,2016-07-01,2025-03-01,105,99,6,5.714285714285714,2,False,True,2025-03-01
NT206__100,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",100,General Surgery,2016-07-01,2026-05-01,119,119,0,0.0,0,False,False,2026-05-01
NT206__110,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",110,Trauma & Orthopaedics,2016-07-01,2026-05-01,119,119,0,0.0,0,False,False,2026-05-01
NT206__130,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",130,Ophthalmology,2016-07-01,2019-12-01,42,42,0,0.0,0,False,True,2019-12-01
NT206__301,NT206,"NUFFIELD HEALTH, BRISTOL HOSPITAL (CHESTERFIELD)",301,Gastroenterology,2016-07-01,2026-05-01,119,51,68,57.142857142857146,44,False,False,2026-05-01
NT304__101,NT304,SPIRE SOUTHAMPTON HOSPITAL,101,Urology,2016-07-01,2026-04-01,118,41,77,65.2542372881356,30,False,True,2026-04-01
NT312__X01,NT312,SPIRE ALEXANDRA HOSPITAL,X01,Other,2016-07-01,2021-03-01,57,40,17,29.82456140350877,10,False,True,2021-03-01
NT332__X01,NT332,SPIRE LEEDS HOSPITAL,X01,Other,2016-07-01,2021-03-01,57,15,42,73.6842105263158,13,False,True,2021-03-01
NT339__410,NT339,SPIRE REGENCY HOSPITAL,410,Rheumatology,2016-07-01,2025-05-01,107,2,105,98.13084112149532,105,False,True,2025-05-01
NT431__130,NT431,BMI - THE RUNNYMEDE HOSPITAL,130,Ophthalmology,2016-07-01,2026-05-01,119,56,63,52.94117647058823,61,False,False,2026-05-01
NT447__X01,NT447,BMI THE DUCHY HOSPITAL,X01,Other,2016-07-01,2021-03-01,57,54,3,5.2631578947368425,1,False,True,2021-03-01
NVC19__400,NVC19,RIVERS HOSPITAL,400,Neurology,2016-07-01,2024-11-01,101,51,50,49.504950495049506,32,False,True,2024-11-01
NVC24__400,NVC24,BODMIN NHS TREATMENT CENTRE,400,Neurology,2016-07-01,2016-07-01,1,1,0,0.0,0,True,True,2016-07-01
NWF01__330,NWF01,BENENDEN HOSPITAL,330,Dermatology,2016-07-01,2016-08-01,2,2,0,0.0,0,True,True,2016-08-01
NWX__100,NWX,HERE,100,General Surgery,2016-07-01,2024-11-01,101,101,0,0.0,0,False,True,2024-11-01
NXP__120,NXP,INDEPENDENT HEALTH GROUP,120,ENT,2016-07-01,2017-06-01,12,6,6,50.0,2,True,True,2017-06-01
NXP__130,NXP,INDEPENDENT HEALTH GROUP,130,Ophthalmology,2016-07-01,2026-05-01,119,119,0,0.0,0,False,False,2026-05-01
RC1__170,RC1,BEDFORD HOSPITAL NHS TRUST,170,Cardiothoracic Surgery,2016-07-01,2017-12-01,18,2,16,88.88888888888889,16,True,True,2017-12-01
RDR__300,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,300,General Medicine,2016-07-01,2024-01-01,91,91,0,0.0,0,False,True,2024-01-01
RGM__X01,RGM,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,X01,Other,2016-07-01,2021-02-01,56,15,41,73.21428571428571,30,False,True,2021-02-01
RWP__170,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,170,Cardiothoracic Surgery,2016-07-01,2023-08-01,86,55,31,36.04651162790697,5,False,True,2023-08-01
RXQ__170,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,170,Cardiothoracic Surgery,2016-07-01,2016-08-01,2,2,0,0.0,0,True,True,2016-08-01
