trust_code,trust_name,specialty_code,specialty_name,forecast_month,baseline_predicted_backlog,patients_completed_per_session,max_feasible_additional_sessions,sessions_allocated,simulated_completed_pathways,remaining_backlog,unused_feasible_sessions,allocation_cost,percent_reduction
NPG19,SPAMEDICA BEDFORD,130,Ophthalmology Service,2027-05-01,193.83859252929688,10.0,12,12,120.0,73.838593,0.0,10.8,61.90717670520804
O5Y9D,SPAMEDICA OXFORD,130,Ophthalmology Service,2027-05-01,191.18109130859375,10.0,12,12,120.0,71.181091,0.0,10.8,62.767713678494886
H4J9P,NEWMEDICA AZTEC WEST,130,Ophthalmology Service,2027-05-01,187.6305694580078,10.0,12,12,120.0,67.630569,0.0,10.8,63.95546330570419
P0C3F,SPAMEDICA LEEDS,130,Ophthalmology Service,2027-05-01,184.26901245117188,10.0,12,12,120.0,64.269012,0.0,10.8,65.12218110019879
NPG17,SPAMEDICA PRESTON,130,Ophthalmology Service,2027-05-01,177.20596313476562,10.0,12,12,120.0,57.205963,0.0,10.8,67.71781145352297
NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,130,Ophthalmology Service,2027-05-01,175.99301147460938,10.0,12,12,120.0,55.993011,0.0,10.8,68.18452562095767
ACG31,NEWMEDICA - WORCESTER,130,Ophthalmology Service,2027-05-01,175.84478759765625,10.0,12,12,120.0,55.844788,0.0,10.8,68.24200002707354
Q1W6P,SPAMEDICA WATFORD,130,Ophthalmology Service,2027-05-01,171.0139923095703,10.0,12,12,120.0,51.013992,0.0,10.8,70.16969686478954
NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,130,Ophthalmology Service,2027-05-01,170.5896453857422,10.0,12,12,120.0,50.589645,0.0,10.8,70.34424611684523
NT490,SOUTHEND PRIVATE HOSPITAL,130,Ophthalmology Service,2027-05-01,168.31228637695312,10.0,12,12,120.0,48.312286,0.0,10.8,71.29604295865089
ACG36,NEWMEDICA - EXETER - GLEN HOUSE,130,Ophthalmology Service,2027-05-01,165.02719116210938,10.0,12,12,120.0,45.027191,0.0,10.8,72.71528961680121
NFH,SOMERSET SURGICAL SERVICES HQ,130,Ophthalmology Service,2027-05-01,164.36888122558594,10.0,12,12,120.0,44.368881,0.0,10.8,73.00651991133745
NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,130,Ophthalmology Service,2027-05-01,163.41482543945312,10.0,12,12,120.0,43.414825,0.0,10.8,73.43274986054507
B9J4U,SPAMEDICA PETERBOROUGH,130,Ophthalmology Service,2027-05-01,161.4892578125,10.0,12,12,120.0,41.489258,0.0,10.8,74.3083481994376
G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),130,Ophthalmology Service,2027-05-01,155.97567749023438,10.0,12,12,120.0,35.975677,0.0,10.8,76.93507214130433
ACG20,NEWMEDICA - BRISTOL - LITFIELD HOUSE,130,Ophthalmology Service,2027-05-01,154.1228790283203,10.0,12,12,120.0,34.122879,0.0,10.8,77.85995223846669
M3R0W,SPAMEDICA NORWICH,130,Ophthalmology Service,2027-05-01,149.37075805664062,10.0,12,12,120.0,29.370758,0.0,10.8,80.33700943962313
NAM01,PROBUS SURGICAL CENTRE,130,Ophthalmology Service,2027-05-01,148.6876983642578,10.0,12,12,120.0,28.687698,0.0,10.8,80.70607139672163
NPG14,SPAMEDICA WIDNES,130,Ophthalmology Service,2027-05-01,148.3370819091797,10.0,12,12,120.0,28.337082,0.0,10.8,80.89683203655763
DFQ,NORWICH & NORFOLK SURGICAL LTD (N2S),130,Ophthalmology Service,2027-05-01,147.09906005859375,10.0,12,12,120.0,27.09906,0.0,10.8,81.57767966171951
NVM,EPSOMEDICAL GROUP,130,Ophthalmology Service,2027-05-01,144.89974975585938,10.0,12,12,120.0,24.89975,0.0,10.8,82.81587801372135
B9M3W,SPAMEDICA SOUTHAMPTON,130,Ophthalmology Service,2027-05-01,141.98687744140625,10.0,12,12,120.0,21.986877,0.0,10.8,84.51485247256066
NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,130,Ophthalmology Service,2027-05-01,141.4591064453125,10.0,12,12,120.0,21.459106,0.0,10.8,84.8301696620652
E3D4A,SPAMEDICA TRURO,130,Ophthalmology Service,2027-05-01,140.34750366210938,10.0,12,12,120.0,20.347504,0.0,10.8,85.50205516223747
M7C9Q,SPAMEDICA EPSOM,130,Ophthalmology Service,2027-05-01,139.3668212890625,10.0,12,12,120.0,19.366821,0.0,10.8,86.10370738893906
NVC27,BOSTON WEST HOSPITAL,130,Ophthalmology Service,2027-05-01,138.2820587158203,10.0,12,12,120.0,18.282059,0.0,10.8,86.77915350292024
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,130,Ophthalmology Service,2027-05-01,134.25697326660156,10.0,12,12,120.0,14.256973,0.0,10.8,89.38083220579486
RBK,WALSALL HEALTHCARE NHS TRUST,130,Ophthalmology Service,2027-05-01,133.8629608154297,10.0,12,12,120.0,13.862961,0.0,10.8,89.64391588906811
NT235,"NUFFIELD HEALTH, SHREWSBURY HOSPITAL",130,Ophthalmology Service,2027-05-01,133.34295654296875,10.0,12,12,120.0,13.342957,0.0,10.8,89.99350480228097
D5P5H,SPAMEDICA BEXHILL,130,Ophthalmology Service,2027-05-01,132.50543212890625,10.0,12,12,120.0,12.505432,0.0,10.8,90.56232493416535
I9A4A,SPAMEDICA BRIGHTON,130,Ophthalmology Service,2027-05-01,131.07322692871094,10.0,12,12,120.0,11.073227,0.0,10.8,91.5518773832176
AAH,TETBURY HOSPITAL TRUST LTD,130,Ophthalmology Service,2027-05-01,129.71603393554688,10.0,12,12,120.0,9.7160339,0.0,10.8,92.50976641763918
M5E1S,SPAMEDICA EXETER,130,Ophthalmology Service,2027-05-01,125.83589172363281,10.0,12,12,120.0,5.8358917,0.0,10.8,95.36229954451319
L9D3Z,SPAMEDICA LEICESTER,130,Ophthalmology Service,2027-05-01,122.78341674804688,10.0,12,12,120.0,2.7834167,0.0,10.8,97.73306785088211
NXP,INDEPENDENT HEALTH GROUP,130,Ophthalmology Service,2027-05-01,120.24044799804688,10.0,12,12,120.0,0.240448,0.0,10.8,99.80002736013527
I2C7H,SPAMEDICA BRADFORD,130,Ophthalmology Service,2027-05-01,118.44596862792969,10.0,12,12,118.44597,0.0,0.0,10.8,100.00000115839342
T8R5I,SPAMEDICA WOKINGHAM,130,Ophthalmology Service,2027-05-01,117.11575317382812,10.0,12,11,110.0,7.1157532,1.0,9.9,93.92417076183882
K8I4X,GLENDON WOOD HOSPITAL,130,Ophthalmology Service,2027-05-01,113.93077087402344,10.0,12,11,110.0,3.9307709,1.0,9.9,96.5498601967946
RCF,AIREDALE NHS FOUNDATION TRUST,130,Ophthalmology Service,2027-05-01,108.18141174316406,10.0,11,11,108.18141,0.0,0.0,9.9,99.99999838866582
NVC19,RIVERS HOSPITAL,130,Ophthalmology Service,2027-05-01,108.06172943115234,10.0,11,11,108.06173,0.0,0.0,9.9,100.0000005264099
NVC1H,STOURSIDE HOSPITAL,130,Ophthalmology Service,2027-05-01,107.83989715576172,10.0,11,10,100.0,7.8398972,1.0,9.0,92.7300587606849
NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,130,Ophthalmology Service,2027-05-01,107.12728118896484,10.0,11,10,100.0,7.1272812,1.0,9.0,93.34690369263379
NPG13,SPAMEDICA SKELMERSDALE,130,Ophthalmology Service,2027-05-01,106.85096740722656,10.0,11,10,100.0,6.8509674,1.0,9.0,93.58829632200109
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,130,Ophthalmology Service,2027-05-01,105.03843688964844,10.0,11,10,100.0,5.0384369,1.0,9.0,95.20324460374279
NVC40,WOODTHORPE HOSPITAL,130,Ophthalmology Service,2027-05-01,102.48973846435547,10.0,11,10,100.0,2.4897385,1.0,9.0,97.57074366501446
NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,130,Ophthalmology Service,2027-05-01,99.8394546508789,10.0,10,10,99.839455,0.0,0.0,9.0,100.0000003496825
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,160,Plastic Surgery Service,2027-05-01,8513.93359375,8.0,12,12,96.0,8417.9336,0.0,12.0,1.1275634105306238
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,3450.998046875,8.0,12,12,96.0,3354.998,0.0,12.0,2.7818039505102408
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,3029.350830078125,8.0,12,12,96.0,2933.3508,0.0,12.0,3.168995781103512
RJ2,LEWISHAM AND GREENWICH NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,3006.783935546875,8.0,12,12,96.0,2910.7839,0.0,12.0,3.192780128464385
RH5,SOMERSET NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,2383.41943359375,8.0,12,12,96.0,2287.4194,0.0,12.0,4.027826518778106
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,1703.7545166015625,8.0,12,12,96.0,1607.7545,0.0,12.0,5.634614556531821
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1703.565185546875,8.0,12,12,96.0,1607.5652,0.0,12.0,5.635240777075535
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1580.9154052734375,8.0,12,12,96.0,1484.9154,0.0,12.0,6.072431180047594
R1H,BARTS HEALTH NHS TRUST,100,General Surgery Service,2027-05-01,1552.662109375,8.0,12,12,96.0,1456.6621,0.0,12.0,6.182929268406203
R1H,BARTS HEALTH NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,1505.9801025390625,8.0,12,12,96.0,1409.9801,0.0,12.0,6.374586213864664
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1425.9501953125,8.0,12,12,96.0,1329.9502,0.0,12.0,6.732352947219268
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,1388.42626953125,8.0,12,12,96.0,1292.4263,0.0,12.0,6.914303057115939
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1352.147216796875,8.0,12,12,96.0,1256.1472,0.0,12.0,7.099818629765482
RKE,WHITTINGTON HEALTH NHS TRUST,100,General Surgery Service,2027-05-01,1336.5196533203125,8.0,12,12,96.0,1240.5197,0.0,12.0,7.1828348922148235
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1320.12353515625,8.0,12,12,96.0,1224.1235,0.0,12.0,7.272046701950316
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,1319.311767578125,8.0,12,12,96.0,1223.3118,0.0,12.0,7.276521164988034
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,1309.753662109375,8.0,12,12,96.0,1213.7537,0.0,12.0,7.329622567757571
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,140,Oral Surgery Service,2027-05-01,1275.9190673828125,8.0,12,12,96.0,1179.9191,0.0,12.0,7.523988194401459
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,100,General Surgery Service,2027-05-01,1275.587890625,8.0,12,12,96.0,1179.5879,0.0,12.0,7.525941623118017
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,1273.1370849609375,8.0,12,12,96.0,1177.1371,0.0,12.0,7.540429159908219
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1247.7353515625,8.0,12,12,96.0,1151.7354,0.0,12.0,7.693939254007847
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,1239.7315673828125,8.0,12,12,96.0,1143.7316,0.0,12.0,7.743611804825204
R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1237.5208740234375,8.0,12,12,96.0,1141.5209,0.0,12.0,7.757444905788462
RMC,BOLTON NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1221.6513671875,8.0,12,12,96.0,1125.6514,0.0,12.0,7.85821573801471
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1195.5301513671875,8.0,12,12,96.0,1099.5302,0.0,12.0,8.029910403365074
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1168.4375,8.0,12,12,96.0,1072.4375,0.0,12.0,8.2161005616475
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,160,Plastic Surgery Service,2027-05-01,1153.79345703125,8.0,12,12,96.0,1057.7935,0.0,12.0,8.320379996521325
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1148.4530029296875,8.0,12,12,96.0,1052.453,0.0,12.0,8.359070833121194
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1143.1666259765625,8.0,12,12,96.0,1047.1666,0.0,12.0,8.39772591488935
RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,1142.074951171875,8.0,12,12,96.0,1046.075,0.0,12.0,8.405753046373627
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,1135.5870361328125,8.0,12,12,96.0,1039.587,0.0,12.0,8.453777380809438
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1098.356201171875,8.0,12,12,96.0,1002.3562,0.0,12.0,8.740333955193607
RXF,MID YORKSHIRE TEACHING NHS TRUST,101,Urology Service,2027-05-01,1085.4208984375,8.0,12,12,96.0,989.4209,0.0,12.0,8.844495267982701
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,1074.5787353515625,8.0,12,12,96.0,978.57874,0.0,12.0,8.933733456822253
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,1024.7392578125,8.0,12,12,96.0,928.73926,0.0,12.0,9.368236775170512
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,1019.8720092773438,8.0,12,12,96.0,923.87201,0.0,12.0,9.412945852688244
RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,1010.821533203125,8.0,12,12,96.0,914.82153,0.0,12.0,9.497225459354036
RH5,SOMERSET NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,988.573974609375,8.0,12,12,96.0,892.57397,0.0,12.0,9.710957648660884
RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,981.3281860351562,8.0,12,12,96.0,885.32819,0.0,12.0,9.78266000774595
RXF,MID YORKSHIRE TEACHING NHS TRUST,140,Oral Surgery Service,2027-05-01,977.649658203125,8.0,12,12,96.0,881.64966,0.0,12.0,9.819468476718294
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,970.1717529296875,8.0,12,12,96.0,874.17175,0.0,12.0,9.895155132078715
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,100,General Surgery Service,2027-05-01,969.9356079101562,8.0,12,12,96.0,873.93561,0.0,12.0,9.897564252419151
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,961.9796752929688,8.0,12,12,96.0,865.97968,0.0,12.0,9.979420819963105
RRF,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",100,General Surgery Service,2027-05-01,945.2322387695312,8.0,12,12,96.0,849.23224,0.0,12.0,10.156234210226398
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,942.7579345703125,8.0,12,12,96.0,846.75793,0.0,12.0,10.182889634734774
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,941.6663818359375,8.0,12,12,96.0,845.66638,0.0,12.0,10.194693349127725
R1H,BARTS HEALTH NHS TRUST,101,Urology Service,2027-05-01,936.5484008789062,8.0,12,12,96.0,840.5484,0.0,12.0,10.250404561035879
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,919.2593383789062,8.0,12,12,96.0,823.25934,0.0,12.0,10.443190076186106
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,899.6123046875,8.0,12,12,96.0,803.6123,0.0,12.0,10.671263554287165
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,897.5297241210938,8.0,12,12,96.0,801.52972,0.0,12.0,10.696024590607072
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,894.8746948242188,8.0,12,12,96.0,798.87469,0.0,12.0,10.727758931529223
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,893.5415649414062,8.0,12,12,96.0,797.54156,0.0,12.0,10.743764338069173
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,879.9716186523438,8.0,12,12,96.0,783.97162,0.0,12.0,10.90944275532679
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,879.0764770507812,8.0,12,12,96.0,783.07648,0.0,12.0,10.92055156817197
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,874.144287109375,8.0,12,12,96.0,778.14429,0.0,12.0,10.982168666622911
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,863.4475708007812,8.0,12,12,96.0,767.44757,0.0,12.0,11.11821994136452
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,851.829345703125,8.0,12,12,96.0,755.82935,0.0,12.0,11.269862970118595
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,851.5845947265625,8.0,12,12,96.0,755.58459,0.0,12.0,11.273102002370639
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,837.2425537109375,8.0,12,12,96.0,741.24255,0.0,12.0,11.466211263927766
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,160,Plastic Surgery Service,2027-05-01,834.5520629882812,8.0,12,12,96.0,738.55206,0.0,12.0,11.503176884645486
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,821.7686767578125,8.0,12,12,96.0,725.76868,0.0,12.0,11.682119642081787
RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,100,General Surgery Service,2027-05-01,815.9791870117188,8.0,12,12,96.0,719.97919,0.0,12.0,11.765005961925509
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,810.639404296875,8.0,12,12,96.0,714.6394,0.0,12.0,11.842503521435354
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,809.1337280273438,8.0,12,12,96.0,713.13373,0.0,12.0,11.864540640772274
RH5,SOMERSET NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,806.726806640625,8.0,12,12,96.0,710.72681,0.0,12.0,11.899939261937208
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,802.2008666992188,8.0,12,12,96.0,706.20087,0.0,12.0,11.967077571856416
RXF,MID YORKSHIRE TEACHING NHS TRUST,160,Plastic Surgery Service,2027-05-01,798.6083984375,8.0,12,12,96.0,702.6084,0.0,12.0,12.02091039711412
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,100,General Surgery Service,2027-05-01,793.2003173828125,8.0,12,12,96.0,697.20032,0.0,12.0,12.102869589961182
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,767.0501708984375,8.0,12,12,96.0,671.05017,0.0,12.0,12.515478601296216
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,755.3687744140625,8.0,12,12,96.0,659.36877,0.0,12.0,12.709024155051543
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,754.4049682617188,8.0,12,12,96.0,658.40497,0.0,12.0,12.725260839837896
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,743.3314208984375,8.0,12,12,96.0,647.33142,0.0,12.0,12.914831433328663
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,741.4476928710938,8.0,12,12,96.0,645.44769,0.0,12.0,12.947642958906654
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,730.4998779296875,8.0,12,12,96.0,634.49988,0.0,12.0,13.1416859742775
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,140,Oral Surgery Service,2027-05-01,717.80322265625,8.0,12,12,96.0,621.80322,0.0,12.0,13.374138896277094
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,709.19384765625,8.0,12,12,96.0,613.19385,0.0,12.0,13.536496448363398
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,702.2166748046875,8.0,12,12,96.0,606.21667,0.0,12.0,13.670994074115537
RXF,MID YORKSHIRE TEACHING NHS TRUST,100,General Surgery Service,2027-05-01,701.9263305664062,8.0,12,12,96.0,605.92633,0.0,12.0,13.67664893302045
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,701.7952880859375,8.0,12,12,96.0,605.79529,0.0,12.0,13.679202700523751
RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,697.639404296875,8.0,12,12,96.0,601.6394,0.0,12.0,13.760690610180607
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,160,Plastic Surgery Service,2027-05-01,681.2732543945312,8.0,12,12,96.0,585.27325,0.0,12.0,14.091262115568911
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,668.8695068359375,8.0,12,12,96.0,572.86951,0.0,12.0,14.35257535571093
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,668.15283203125,8.0,12,12,96.0,572.15283,0.0,12.0,14.367970230426264
RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,646.5799560546875,8.0,12,12,96.0,550.57996,0.0,12.0,14.847351684975578
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,627.341796875,8.0,12,12,96.0,531.3418,0.0,12.0,15.3026628351894
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,627.2968139648438,8.0,12,12,96.0,531.29681,0.0,12.0,15.30376017586154
RBK,WALSALL HEALTHCARE NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,627.1554565429688,8.0,12,12,96.0,531.15546,0.0,12.0,15.30720955999889
RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,100,General Surgery Service,2027-05-01,623.7229614257812,8.0,12,12,96.0,527.72296,0.0,12.0,15.391448758043412
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,618.8634033203125,8.0,12,12,96.0,522.8634,0.0,12.0,15.512308448834247
RA2,ROYAL SURREY NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,617.2156982421875,8.0,12,12,96.0,521.2157,0.0,12.0,15.553719756870285
RMC,BOLTON NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,612.5097045898438,8.0,12,12,96.0,516.5097,0.0,12.0,15.673221057662213
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,101,Urology Service,2027-05-01,611.0753173828125,8.0,12,12,96.0,515.07532,0.0,12.0,15.710011068874529
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,607.1641235351562,8.0,12,12,96.0,511.16412,0.0,12.0,15.81121088661316
RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,604.7540893554688,8.0,12,12,96.0,508.75409,0.0,12.0,15.874220892381945
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,603.4381103515625,8.0,12,12,96.0,507.43811,0.0,12.0,15.908839424157431
RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,599.2032470703125,8.0,12,12,96.0,503.20325,0.0,12.0,16.021274996317743
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,140,Oral Surgery Service,2027-05-01,596.5779418945312,8.0,12,12,96.0,500.57794,0.0,12.0,16.091778334132876
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,589.9100341796875,8.0,12,12,96.0,493.91003,0.0,12.0,16.273667921837426
RRF,"WRIGHTINGTON, WIGAN AND LEIGH TEACHING HOSPITALS NHS FOUNDATION TRUST",101,Urology Service,2027-05-01,587.4912719726562,8.0,12,12,96.0,491.49127,0.0,12.0,16.340668292424972
RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,573.71142578125,8.0,12,12,96.0,477.71143,0.0,12.0,16.733151142889
