trust_code,trust_name,specialty_code,specialty_name,forecast_month,baseline_predicted_backlog,patients_completed_per_session,max_feasible_additional_sessions,sessions_allocated,simulated_completed_pathways,remaining_backlog,unused_feasible_sessions,allocation_cost,percent_reduction
RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,130.9311065673828,8.0,12,0,0.0,130.93111,12.0,0.0,0.0
NT406,BLACKHEATH HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,128.0535125732422,6.0,12,0,0.0,128.05351,12.0,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,502,Gynaecology Service,2027-05-01,126.8228759765625,7.0,12,0,0.0,126.82288,12.0,0.0,0.0
NT242,"NUFFIELD HEALTH, WOLVERHAMPTON HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,126.76608276367188,6.0,12,0,0.0,126.76608,12.0,0.0,0.0
NT347,SPIRE FYLDE COAST HOSPITAL,100,General Surgery Service,2027-05-01,126.68477630615234,8.0,12,0,0.0,126.68478,12.0,0.0,0.0
NT457,WOODLANDS HOSPITAL,100,General Surgery Service,2027-05-01,126.15853881835938,8.0,12,0,0.0,126.15854,12.0,0.0,0.0
NT241,"NUFFIELD HEALTH, WOKING HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,123.49374389648438,6.0,12,0,0.0,123.49374,12.0,0.0,0.0
NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,123.02198791503906,6.0,12,0,0.0,123.02199,12.0,0.0,0.0
NT301,SPIRE SOUTH BANK HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,120.8785171508789,6.0,12,0,0.0,120.87852,12.0,0.0,0.0
NT322,SPIRE LEICESTER HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,119.66313171386719,6.0,12,0,0.0,119.66313,12.0,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,119.51081085205078,8.0,12,0,0.0,119.51081,12.0,0.0,0.0
NT209,"NUFFIELD HEALTH, CAMBRIDGE HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,118.91563415527344,6.0,12,0,0.0,118.91563,12.0,0.0,0.0
NT364,SPIRE MONTEFIORE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,118.89642333984375,6.0,12,0,0.0,118.89642,12.0,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,170,Cardiothoracic Surgery Service,2027-05-01,117.75702667236328,8.0,12,0,0.0,117.75703,12.0,0.0,0.0
NAM01,PROBUS SURGICAL CENTRE,110,Trauma and Orthopaedic Service,2027-05-01,116.82666778564453,6.0,12,0,0.0,116.82667,12.0,0.0,0.0
RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,116.72765350341797,8.0,12,0,0.0,116.72765,12.0,0.0,0.0
B3M1X,CLAREMONT PRIVATE HOSPITAL,100,General Surgery Service,2027-05-01,116.5683364868164,8.0,12,0,0.0,116.56834,12.0,0.0,0.0
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,114.33169555664062,8.0,12,0,0.0,114.3317,12.0,0.0,0.0
NVC0I,BEACON PARK HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,113.93822479248047,6.0,12,0,0.0,113.93822,12.0,0.0,0.0
NVC06,FITZWILLIAM HOSPITAL,100,General Surgery Service,2027-05-01,113.59564208984375,8.0,12,0,0.0,113.59564,12.0,0.0,0.0
NXP,INDEPENDENT HEALTH GROUP,100,General Surgery Service,2027-05-01,113.2577896118164,8.0,12,0,0.0,113.25779,12.0,0.0,0.0
NT448,HUDDERSFIELD PRIVATE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,113.01266479492188,6.0,12,0,0.0,113.01266,12.0,0.0,0.0
NVC18,SPRINGFIELD HOSPITAL,101,Urology Service,2027-05-01,112.92581939697266,8.0,12,0,0.0,112.92582,12.0,0.0,0.0
NT30A,SPIRE NOTTINGHAM HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,112.85202026367188,6.0,12,0,0.0,112.85202,12.0,0.0,0.0
NT315,SPIRE BUSHEY HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,112.78749084472656,6.0,12,0,0.0,112.78749,12.0,0.0,0.0
RA2,ROYAL SURREY NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,112.5400161743164,8.0,12,0,0.0,112.54002,12.0,0.0,0.0
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,170,Cardiothoracic Surgery Service,2027-05-01,112.13916778564453,8.0,12,0,0.0,112.13917,12.0,0.0,0.0
NTP16,PRACTICE PLUS GROUP SURGICAL CENTRE - GILLINGHAM,110,Trauma and Orthopaedic Service,2027-05-01,111.82890319824219,6.0,12,0,0.0,111.8289,12.0,0.0,0.0
NT312,SPIRE ALEXANDRA HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,111.74005889892578,6.0,12,0,0.0,111.74006,12.0,0.0,0.0
NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,110.14153289794922,6.0,12,0,0.0,110.14153,12.0,0.0,0.0
NXP,INDEPENDENT HEALTH GROUP,101,Urology Service,2027-05-01,109.77033233642578,8.0,12,0,0.0,109.77033,12.0,0.0,0.0
NT316,SPIRE HARPENDEN HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,109.76695251464844,6.0,12,0,0.0,109.76695,12.0,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,109.39205169677734,8.0,12,0,0.0,109.39205,12.0,0.0,0.0
NT239,"NUFFIELD HEALTH, TUNBRIDGE WELLS HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,109.3604736328125,6.0,12,0,0.0,109.36047,12.0,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,106.85858154296875,8.0,12,0,0.0,106.85858,12.0,0.0,0.0
NFH,SOMERSET SURGICAL SERVICES HQ,160,Plastic Surgery Service,2027-05-01,106.60173034667969,8.0,12,0,0.0,106.60173,12.0,0.0,0.0
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,106.12991333007812,8.0,12,0,0.0,106.12991,12.0,0.0,0.0
NVC08,MOUNT STUART HOSPITAL,100,General Surgery Service,2027-05-01,106.08905029296875,8.0,12,0,0.0,106.08905,12.0,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,170,Cardiothoracic Surgery Service,2027-05-01,105.87872314453125,8.0,12,0,0.0,105.87872,12.0,0.0,0.0
NT317,SPIRE CAMBRIDGE LEA HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,105.78356170654297,6.0,12,0,0.0,105.78356,12.0,0.0,0.0
NVC21,WEST MIDLANDS HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,105.37491607666016,6.0,12,0,0.0,105.37492,12.0,0.0,0.0
G3Q3Z,NUFFIELD HEALTH HIGHGATE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,105.3660888671875,6.0,12,0,0.0,105.36609,12.0,0.0,0.0
K8I4X,GLENDON WOOD HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,104.09986877441406,6.0,12,0,0.0,104.09987,12.0,0.0,0.0
NT244,NUFFIELD HOSPITAL OXFORD (THE MANOR),110,Trauma and Orthopaedic Service,2027-05-01,103.8526382446289,6.0,12,0,0.0,103.85264,12.0,0.0,0.0
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,502,Gynaecology Service,2027-05-01,102.80604553222656,7.0,12,0,0.0,102.80605,12.0,0.0,0.0
RJN,EAST CHESHIRE NHS TRUST,101,Urology Service,2027-05-01,102.06729888916016,8.0,12,0,0.0,102.0673,12.0,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,140,Oral Surgery Service,2027-05-01,101.89935302734375,8.0,12,0,0.0,101.89935,12.0,0.0,0.0
NT401,ALEXANDRA HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,100.91822814941406,6.0,12,0,0.0,100.91823,12.0,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,101,Urology Service,2027-05-01,98.9830322265625,8.0,12,0,0.0,98.983032,12.0,0.0,0.0
NVM,EPSOMEDICAL GROUP,100,General Surgery Service,2027-05-01,98.65912628173828,8.0,12,0,0.0,98.659126,12.0,0.0,0.0
A4M8P,BUCKSHAW HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,97.84326934814453,6.0,12,0,0.0,97.843269,12.0,0.0,0.0
RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,97.80943298339844,8.0,12,0,0.0,97.809433,12.0,0.0,0.0
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,110,Trauma and Orthopaedic Service,2027-05-01,96.72464752197266,6.0,12,0,0.0,96.724648,12.0,0.0,0.0
NT304,SPIRE SOUTHAMPTON HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,96.00285339355469,6.0,12,0,0.0,96.002853,12.0,0.0,0.0
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,160,Plastic Surgery Service,2027-05-01,95.66278839111328,8.0,12,0,0.0,95.662788,12.0,0.0,0.0
RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,95.50859069824219,8.0,12,0,0.0,95.508591,12.0,0.0,0.0
DX1,THE NEW FOSCOTE HOSPITAL LTD,100,General Surgery Service,2027-05-01,93.93904876708984,8.0,12,0,0.0,93.939049,12.0,0.0,0.0
A4M8P,BUCKSHAW HOSPITAL,502,Gynaecology Service,2027-05-01,90.93724822998047,7.0,12,0,0.0,90.937248,12.0,0.0,0.0
NT3X3,SPIRE ST ANTHONY'S HOSPITAL,100,General Surgery Service,2027-05-01,90.79295349121094,8.0,12,0,0.0,90.792953,12.0,0.0,0.0
NT440,THORNBURY HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,89.64042663574219,6.0,12,0,0.0,89.640427,12.0,0.0,0.0
NT305,SPIRE PORTSMOUTH HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,87.80301666259766,6.0,12,0,0.0,87.803017,12.0,0.0,0.0
NVC1H,STOURSIDE HOSPITAL,100,General Surgery Service,2027-05-01,87.49755859375,8.0,11,0,0.0,87.497559,11.0,0.0,0.0
NN8,SPENCER PRIVATE HOSPITALS LTD,101,Urology Service,2027-05-01,87.36933135986328,8.0,11,0,0.0,87.369331,11.0,0.0,0.0
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,140,Oral Surgery Service,2027-05-01,86.84182739257812,8.0,11,0,0.0,86.841827,11.0,0.0,0.0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,85.6267318725586,8.0,11,0,0.0,85.626732,11.0,0.0,0.0
RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,85.5452651977539,8.0,11,0,0.0,85.545265,11.0,0.0,0.0
NT339,SPIRE REGENCY HOSPITAL,100,General Surgery Service,2027-05-01,84.8609619140625,8.0,11,0,0.0,84.860962,11.0,0.0,0.0
NT434,SAXON CLINIC,110,Trauma and Orthopaedic Service,2027-05-01,84.12789154052734,6.0,12,0,0.0,84.127892,12.0,0.0,0.0
NT437,SLOANE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,83.93206024169922,6.0,12,0,0.0,83.93206,12.0,0.0,0.0
NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,83.80579376220703,6.0,12,0,0.0,83.805794,12.0,0.0,0.0
NT436,SHIRLEY OAKS HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,83.49986267089844,6.0,12,0,0.0,83.499863,12.0,0.0,0.0
NVC19,RIVERS HOSPITAL,101,Urology Service,2027-05-01,83.45881652832031,8.0,11,0,0.0,83.458817,11.0,0.0,0.0
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",110,Trauma and Orthopaedic Service,2027-05-01,83.10535430908203,6.0,12,0,0.0,83.105354,12.0,0.0,0.0
RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,82.44065856933594,8.0,11,0,0.0,82.440659,11.0,0.0,0.0
NVM,EPSOMEDICAL GROUP,502,Gynaecology Service,2027-05-01,81.7143325805664,7.0,12,0,0.0,81.714333,12.0,0.0,0.0
NVC31,BLAKELANDS HOSPITAL,100,General Surgery Service,2027-05-01,81.48033905029297,8.0,11,0,0.0,81.480339,11.0,0.0,0.0
NT405,BISHOPS WOOD HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,81.3644790649414,6.0,12,0,0.0,81.364479,12.0,0.0,0.0
NT441,THREE SHIRES HOSPITAL,502,Gynaecology Service,2027-05-01,79.93738555908203,7.0,12,0,0.0,79.937386,12.0,0.0,0.0
DX1,THE NEW FOSCOTE HOSPITAL LTD,110,Trauma and Orthopaedic Service,2027-05-01,79.79802703857422,6.0,12,0,0.0,79.798027,12.0,0.0,0.0
NVC23,WOODLAND HOSPITAL,100,General Surgery Service,2027-05-01,78.97200775146484,8.0,10,0,0.0,78.972008,10.0,0.0,0.0
NN5,MANCHESTER SURGICAL SERVICES LTD,100,General Surgery Service,2027-05-01,77.84306335449219,8.0,10,0,0.0,77.843063,10.0,0.0,0.0
NVC01,ASHTEAD HOSPITAL,100,General Surgery Service,2027-05-01,77.7040786743164,8.0,10,0,0.0,77.704079,10.0,0.0,0.0
R1F,ISLE OF WIGHT NHS TRUST,101,Urology Service,2027-05-01,76.76490020751953,8.0,10,0,0.0,76.7649,10.0,0.0,0.0
NT237,"NUFFIELD HEALTH, TEES HOSPITAL",100,General Surgery Service,2027-05-01,76.39636993408203,8.0,10,0,0.0,76.39637,10.0,0.0,0.0
NVC08,MOUNT STUART HOSPITAL,502,Gynaecology Service,2027-05-01,76.38555908203125,7.0,11,0,0.0,76.385559,11.0,0.0,0.0
NVC1H,STOURSIDE HOSPITAL,502,Gynaecology Service,2027-05-01,76.19811248779297,7.0,11,0,0.0,76.198112,11.0,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,76.16896057128906,8.0,10,0,0.0,76.168961,10.0,0.0,0.0
NT449,LANCASTER PRIVATE HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,75.0867691040039,6.0,12,0,0.0,75.086769,12.0,0.0,0.0
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,74.6021499633789,8.0,10,0,0.0,74.60215,10.0,0.0,0.0
NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,120,Ear Nose and Throat Service,2027-05-01,73.76016998291016,8.0,10,0,0.0,73.76017,10.0,0.0,0.0
NT409,CHELSFIELD PARK HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,72.46154022216797,6.0,12,0,0.0,72.46154,12.0,0.0,0.0
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,72.201416015625,8.0,10,0,0.0,72.201416,10.0,0.0,0.0
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,71.44124603271484,8.0,9,0,0.0,71.441246,9.0,0.0,0.0
NT343,SPIRE THAMES VALLEY HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,71.2874526977539,6.0,12,0,0.0,71.287453,12.0,0.0,0.0
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,140,Oral Surgery Service,2027-05-01,71.22037506103516,8.0,9,0,0.0,71.220375,9.0,0.0,0.0
RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2027-05-01,71.19245147705078,8.0,9,0,0.0,71.192451,9.0,0.0,0.0
NT339,SPIRE REGENCY HOSPITAL,502,Gynaecology Service,2027-05-01,70.95600128173828,7.0,11,0,0.0,70.956001,11.0,0.0,0.0
NWF01,BENENDEN HOSPITAL,502,Gynaecology Service,2027-05-01,69.57164764404297,7.0,10,0,0.0,69.571648,10.0,0.0,0.0
NT424,MERIDEN HOSPITAL,100,General Surgery Service,2027-05-01,69.2662582397461,8.0,9,0,0.0,69.266258,9.0,0.0,0.0
NT333,SPIRE WASHINGTON HOSPITAL,160,Plastic Surgery Service,2027-05-01,69.08659362792969,8.0,9,0,0.0,69.086594,9.0,0.0,0.0
NT348,SPIRE ELLAND HOSPITAL,100,General Surgery Service,2027-05-01,67.55859375,8.0,9,0,0.0,67.558594,9.0,0.0,0.0
NVC13,OAKS HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,67.5465316772461,6.0,12,0,0.0,67.546532,12.0,0.0,0.0
NT423,MANOR HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,67.36898803710938,6.0,12,0,0.0,67.368988,12.0,0.0,0.0
NT411,CLEMENTINE CHURCHILL HOSPITAL,100,General Surgery Service,2027-05-01,66.86750793457031,8.0,9,0,0.0,66.867508,9.0,0.0,0.0
NT321,SPIRE LITTLE ASTON HOSPITAL,100,General Surgery Service,2027-05-01,66.31778717041016,8.0,9,0,0.0,66.317787,9.0,0.0,0.0
NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,502,Gynaecology Service,2027-05-01,66.11797332763672,7.0,10,0,0.0,66.117973,10.0,0.0,0.0
G3Z1Q,SULIS HOSPITAL BATH (FOXCOTE AVENUE),502,Gynaecology Service,2027-05-01,64.85794067382812,7.0,10,0,0.0,64.857941,10.0,0.0,0.0
NT433,SARUM ROAD HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,64.84283447265625,6.0,11,0,0.0,64.842834,11.0,0.0,0.0
NTPH1,PRACTICE PLUS GROUP HOSPITAL - SHEPTON MALLET,120,Ear Nose and Throat Service,2027-05-01,63.787986755371094,8.0,8,0,0.0,63.787987,8.0,0.0,0.0
NTE02,ST HUGH'S HOSPITAL,100,General Surgery Service,2027-05-01,61.52623748779297,8.0,8,0,0.0,61.526237,8.0,0.0,0.0
NT215,"NUFFIELD HEALTH, EXETER HOSPITAL",100,General Surgery Service,2027-05-01,60.87362289428711,8.0,8,0,0.0,60.873623,8.0,0.0,0.0
NT429,PRIORY HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,60.701175689697266,6.0,11,0,0.0,60.701176,11.0,0.0,0.0
NVC44,THE WESTBOURNE CENTRE,100,General Surgery Service,2027-05-01,60.6412467956543,8.0,8,0,0.0,60.641247,8.0,0.0,0.0
NT314,SPIRE LONDON EAST,100,General Surgery Service,2027-05-01,60.30675506591797,8.0,8,0,0.0,60.306755,8.0,0.0,0.0
RBV,THE CHRISTIE NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,60.067626953125,8.0,8,0,0.0,60.067627,8.0,0.0,0.0
NVC16,RENACRES HOSPITAL,100,General Surgery Service,2027-05-01,59.25830841064453,8.0,8,0,0.0,59.258308,8.0,0.0,0.0
NT344,SPIRE DUNEDIN HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,58.258975982666016,6.0,10,0,0.0,58.258976,10.0,0.0,0.0
NTP15,PRACTICE PLUS GROUP HOSPITAL - ILFORD,101,Urology Service,2027-05-01,57.38764572143555,8.0,8,0,0.0,57.387646,8.0,0.0,0.0
NT421,KINGS OAK HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,57.01578903198242,6.0,10,0,0.0,57.015789,10.0,0.0,0.0
RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,160,Plastic Surgery Service,2027-05-01,56.779579162597656,8.0,8,0,0.0,56.779579,8.0,0.0,0.0
NT313,SPIRE WELLESLEY HOSPITAL,160,Plastic Surgery Service,2027-05-01,56.38862991333008,8.0,8,0,0.0,56.38863,8.0,0.0,0.0
NT419,HARBOUR HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,55.94322204589844,6.0,10,0,0.0,55.943222,10.0,0.0,0.0
RKE,WHITTINGTON HEALTH NHS TRUST,120,Ear Nose and Throat Service,2027-05-01,55.37357711791992,8.0,7,0,0.0,55.373577,7.0,0.0,0.0
NVC0R,TEES VALLEY HOSPITAL,502,Gynaecology Service,2027-05-01,55.033084869384766,7.0,8,0,0.0,55.033085,8.0,0.0,0.0
RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,101,Urology Service,2027-05-01,54.85853576660156,8.0,7,0,0.0,54.858536,7.0,0.0,0.0
NT451,CAVELL HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,54.109317779541016,6.0,10,0,0.0,54.109318,10.0,0.0,0.0
NT457,WOODLANDS HOSPITAL,502,Gynaecology Service,2027-05-01,53.261783599853516,7.0,8,0,0.0,53.261784,8.0,0.0,0.0
NT205,"NUFFIELD HEALTH, BRIGHTON HOSPITAL",101,Urology Service,2027-05-01,52.64427185058594,8.0,7,0,0.0,52.644272,7.0,0.0,0.0
NT213,"NUFFIELD HEALTH, DERBY HOSPITAL",100,General Surgery Service,2027-05-01,52.56418991088867,8.0,7,0,0.0,52.56419,7.0,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,170,Cardiothoracic Surgery Service,2027-05-01,52.37769317626953,8.0,7,0,0.0,52.377693,7.0,0.0,0.0
NT448,HUDDERSFIELD PRIVATE HOSPITAL,100,General Surgery Service,2027-05-01,52.28413391113281,8.0,7,0,0.0,52.284134,7.0,0.0,0.0
NT416,HENDON HOSPITAL,100,General Surgery Service,2027-05-01,51.76477813720703,8.0,7,0,0.0,51.764778,7.0,0.0,0.0
NTPH5,PRACTICE PLUS GROUP HOSPITAL - PLYMOUTH,100,General Surgery Service,2027-05-01,51.53118133544922,8.0,7,0,0.0,51.531181,7.0,0.0,0.0
NVC06,FITZWILLIAM HOSPITAL,502,Gynaecology Service,2027-05-01,50.61570358276367,7.0,8,0,0.0,50.615704,8.0,0.0,0.0
NT447,DUCHY HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,50.02973937988281,6.0,9,0,0.0,50.029739,9.0,0.0,0.0
NVC02,THE BERKSHIRE INDEPENDENT HOSPITAL,101,Urology Service,2027-05-01,49.713253021240234,8.0,7,0,0.0,49.713253,7.0,0.0,0.0
R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,101,Urology Service,2027-05-01,49.5014762878418,8.0,7,0,0.0,49.501476,7.0,0.0,0.0
NVC20,THE YORKSHIRE CLINIC,160,Plastic Surgery Service,2027-05-01,49.49320602416992,8.0,7,0,0.0,49.493206,7.0,0.0,0.0
NT350,SPIRE METHLEY PARK HOSPITAL,100,General Surgery Service,2027-05-01,49.29548645019531,8.0,7,0,0.0,49.295486,7.0,0.0,0.0
NVC11,NORTH DOWNS HOSPITAL,100,General Surgery Service,2027-05-01,49.267662048339844,8.0,7,0,0.0,49.267662,7.0,0.0,0.0
NT332,SPIRE LEEDS HOSPITAL,100,General Surgery Service,2027-05-01,48.931396484375,8.0,7,0,0.0,48.931396,7.0,0.0,0.0
NVC17,ROWLEY HALL HOSPITAL,502,Gynaecology Service,2027-05-01,48.4291877746582,7.0,7,0,0.0,48.429188,7.0,0.0,0.0
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,48.33855056762695,8.0,7,0,0.0,48.338551,7.0,0.0,0.0
NT333,SPIRE WASHINGTON HOSPITAL,100,General Surgery Service,2027-05-01,47.82590866088867,8.0,6,0,0.0,47.825909,6.0,0.0,0.0
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,2027-05-01,47.71821975708008,8.0,6,0,0.0,47.71822,6.0,0.0,0.0
NVC16,RENACRES HOSPITAL,101,Urology Service,2027-05-01,46.65266418457031,8.0,6,0,0.0,46.652664,6.0,0.0,0.0
NT418,HAMPSHIRE CLINIC,110,Trauma and Orthopaedic Service,2027-05-01,46.55179214477539,6.0,8,0,0.0,46.551792,8.0,0.0,0.0
NTPH3,PRACTICE PLUS GROUP SURGICAL CENTRE - DEVIZES,101,Urology Service,2027-05-01,46.052669525146484,8.0,6,0,0.0,46.05267,6.0,0.0,0.0
NVC27,BOSTON WEST HOSPITAL,100,General Surgery Service,2027-05-01,46.03993606567383,8.0,6,0,0.0,46.039936,6.0,0.0,0.0
NVC14,PARK HILL HOSPITAL,100,General Surgery Service,2027-05-01,45.395503997802734,8.0,6,0,0.0,45.395504,6.0,0.0,0.0
NT347,SPIRE FYLDE COAST HOSPITAL,502,Gynaecology Service,2027-05-01,44.76453399658203,7.0,7,0,0.0,44.764534,7.0,0.0,0.0
NT401,ALEXANDRA HOSPITAL,100,General Surgery Service,2027-05-01,44.50614929199219,8.0,6,0,0.0,44.506149,6.0,0.0,0.0
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,160,Plastic Surgery Service,2027-05-01,44.4542121887207,8.0,6,0,0.0,44.454212,6.0,0.0,0.0
K8I4X,GLENDON WOOD HOSPITAL,100,General Surgery Service,2027-05-01,44.223114013671875,8.0,6,0,0.0,44.223114,6.0,0.0,0.0
NVC40,WOODTHORPE HOSPITAL,502,Gynaecology Service,2027-05-01,43.72243881225586,7.0,7,0,0.0,43.722439,7.0,0.0,0.0
NTE02,ST HUGH'S HOSPITAL,502,Gynaecology Service,2027-05-01,43.689353942871094,7.0,7,0,0.0,43.689354,7.0,0.0,0.0
NT224,"NUFFIELD HEALTH, WARWICKSHIRE HOSPITAL",100,General Surgery Service,2027-05-01,43.67750930786133,8.0,6,0,0.0,43.677509,6.0,0.0,0.0
NTPH2,PRACTICE PLUS GROUP HOSPITAL - EMERSONS GREEN,101,Urology Service,2027-05-01,43.548973083496094,8.0,6,0,0.0,43.548973,6.0,0.0,0.0
R0F4N,NUFFIELD HEALTH PARKSIDE HOSPITAL,160,Plastic Surgery Service,2027-05-01,42.889686584472656,8.0,6,0,0.0,42.889687,6.0,0.0,0.0
NVC18,SPRINGFIELD HOSPITAL,120,Ear Nose and Throat Service,2027-05-01,42.70347595214844,8.0,6,0,0.0,42.703476,6.0,0.0,0.0
NT416,HENDON HOSPITAL,110,Trauma and Orthopaedic Service,2027-05-01,42.67973709106445,6.0,8,0,0.0,42.679737,8.0,0.0,0.0
NVC07,FULWOOD HALL HOSPITAL,502,Gynaecology Service,2027-05-01,42.20057678222656,7.0,7,0,0.0,42.200577,7.0,0.0,0.0
NT457,WOODLANDS HOSPITAL,101,Urology Service,2027-05-01,41.75590133666992,8.0,6,0,0.0,41.755901,6.0,0.0,0.0
NN5,MANCHESTER SURGICAL SERVICES LTD,110,Trauma and Orthopaedic Service,2027-05-01,41.63361740112305,6.0,7,0,0.0,41.633617,7.0,0.0,0.0
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,2027-05-01,41.21395492553711,8.0,6,0,0.0,41.213955,6.0,0.0,0.0
