trust_code,trust_name,specialty_code,specialty_name,baseline_predicted_backlog,sessions_allocated,simulated_completed_pathways,remaining_backlog,allocation_cost,percent_reduction
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,14762.649291992188,0,0.0,14762.649300000001,0.0,0.0
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,5114.829284667969,0,0.0,5114.82928,0.0,0.0
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,14147.624145507812,0,0.0,14147.6243,0.0,0.0
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",502,Gynaecology Service,5890.807525634766,0,0.0,5890.80752,0.0,0.0
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",150,Neurosurgical Service,1722.834373474121,0,0.0,1722.83437,0.0,0.0
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",130,Ophthalmology Service,4434.806854248047,0,0.0,4434.80685,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,2947.197235107422,0,0.0,2947.19722,0.0,0.0
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",120,Ear Nose and Throat Service,9874.071594238281,0,0.0,9874.07159,0.0,0.0
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",110,Trauma and Orthopaedic Service,8752.833801269531,0,0.0,8752.83381,0.0,0.0
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",101,Urology Service,3704.224151611328,0,0.0,3704.2241599999998,0.0,0.0
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",100,General Surgery Service,8561.064392089844,0,0.0,8561.06439,0.0,0.0
RET,THE WALTON CENTRE NHS FOUNDATION TRUST,150,Neurosurgical Service,14209.305419921875,0,0.0,14209.3054,0.0,0.0
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,502,Gynaecology Service,27539.609985351562,0,0.0,27539.61,0.0,0.0
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,9109.004638671875,0,0.0,9109.00464,0.0,0.0
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,130,Ophthalmology Service,20279.121337890625,0,0.0,20279.1214,0.0,0.0
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,10161.853515625,0,0.0,10161.85352,0.0,0.0
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,16180.909301757812,0,0.0,16180.9093,0.0,0.0
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,101,Urology Service,5578.542510986328,0,0.0,5578.54251,0.0,0.0
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,29776.76416015625,0,0.0,29776.7641,0.0,0.0
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,9732.335693359375,0,0.0,9732.33569,0.0,0.0
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,130,Ophthalmology Service,4294.699676513672,0,0.0,4294.69968,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,13123.914672851562,0,0.0,13123.9147,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,101,Urology Service,3672.5853576660156,0,0.0,3672.58536,0.0,0.0
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,100,General Surgery Service,13257.610961914062,0,0.0,13257.6109,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,502,Gynaecology Service,7593.914611816406,0,0.0,7593.9146200000005,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,160,Plastic Surgery Service,10128.993225097656,0,0.0,10128.99324,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,140,Oral Surgery Service,4474.640075683594,0,0.0,4474.64008,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,130,Ophthalmology Service,9791.4443359375,0,0.0,9791.44433,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,9595.936096191406,0,0.0,9595.93609,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,28945.83203125,0,0.0,28945.832,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,101,Urology Service,6744.273895263672,0,0.0,6744.27391,0.0,0.0
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,100,General Surgery Service,13652.069213867188,0,0.0,13652.0692,0.0,0.0
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,3010.139678955078,0,0.0,3010.1396799999998,0.0,0.0
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,502,Gynaecology Service,7330.419494628906,0,0.0,7330.41951,0.0,0.0
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,140,Oral Surgery Service,3071.3455200195312,0,0.0,3071.34551,0.0,0.0
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,130,Ophthalmology Service,3518.939697265625,0,0.0,3518.93969,0.0,0.0
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,5107.292572021484,0,0.0,5107.29257,0.0,0.0
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,19483.147216796875,0,0.0,19483.1472,0.0,0.0
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,101,Urology Service,4497.422302246094,0,0.0,4497.4223,0.0,0.0
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,100,General Surgery Service,10349.831848144531,0,0.0,10349.83184,0.0,0.0
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,502,Gynaecology Service,11443.326965332031,0,0.0,11443.32695,0.0,0.0
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,140,Oral Surgery Service,9601.177124023438,0,0.0,9601.17712,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,140,Oral Surgery Service,3271.4417724609375,0,0.0,3271.4417599999997,0.0,0.0
RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,10921.120788574219,0,0.0,10921.12078,0.0,0.0
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,502,Gynaecology Service,6768.368103027344,0,0.0,6768.3681,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,140,Oral Surgery Service,1849.7852478027344,0,0.0,1849.78524,0.0,0.0
RWJ,STOCKPORT NHS FOUNDATION TRUST,502,Gynaecology Service,4490.333282470703,0,0.0,4490.33329,0.0,0.0
RWJ,STOCKPORT NHS FOUNDATION TRUST,140,Oral Surgery Service,167.87009143829346,0,0.0,167.8700902,0.0,0.0
RWJ,STOCKPORT NHS FOUNDATION TRUST,130,Ophthalmology Service,9793.713012695312,0,0.0,9793.71301,0.0,0.0
RWJ,STOCKPORT NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,6892.712646484375,0,0.0,6892.71264,0.0,0.0
RWJ,STOCKPORT NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,29459.776123046875,0,0.0,29459.775999999998,0.0,0.0
RWJ,STOCKPORT NHS FOUNDATION TRUST,101,Urology Service,10208.032653808594,0,0.0,10208.032659999999,0.0,0.0
RWJ,STOCKPORT NHS FOUNDATION TRUST,100,General Surgery Service,9159.806518554688,0,0.0,9159.80652,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,502,Gynaecology Service,5481.334991455078,0,0.0,5481.33501,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,170,Cardiothoracic Surgery Service,272.2083854675293,0,0.0,272.208387,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,160,Plastic Surgery Service,17447.890991210938,0,0.0,17447.891,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,130,Ophthalmology Service,6149.048004150391,0,0.0,6149.04799,0.0,0.0
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,101,Urology Service,16971.349853515625,0,0.0,16971.3498,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,120,Ear Nose and Throat Service,12166.973571777344,0,0.0,12166.97355,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,110,Trauma and Orthopaedic Service,15324.325561523438,0,0.0,15324.3256,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,101,Urology Service,7254.927978515625,0,0.0,7254.92798,0.0,0.0
RWH,EAST AND NORTH HERTFORDSHIRE TEACHING NHS TRUST,100,General Surgery Service,5639.567596435547,0,0.0,5639.5676,0.0,0.0
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,6304.972961425781,0,0.0,6304.97296,0.0,0.0
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,140,Oral Surgery Service,8504.910888671875,0,0.0,8504.91091,0.0,0.0
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,130,Ophthalmology Service,6176.6942138671875,0,0.0,6176.6942,0.0,0.0
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,7389.749694824219,0,0.0,7389.7497,0.0,0.0
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,25188.632568359375,0,0.0,25188.6325,0.0,0.0
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,101,Urology Service,5818.78076171875,0,0.0,5818.78076,0.0,0.0
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,100,General Surgery Service,13341.313720703125,0,0.0,13341.313699999999,0.0,0.0
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,36663.10693359375,0,0.0,36663.107,0.0,0.0
RVJ,NORTH BRISTOL NHS TRUST,170,Cardiothoracic Surgery Service,116.24531745910645,0,0.0,116.2453178,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,101,Urology Service,6487.873291015625,0,0.0,6487.8732899999995,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,10069.757507324219,0,0.0,10069.7575,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,15142.487670898438,0,0.0,15142.4876,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,101,Urology Service,5796.455749511719,0,0.0,5796.4557700000005,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,100,General Surgery Service,3519.48193359375,0,0.0,3519.48193,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,502,Gynaecology Service,6632.577697753906,0,0.0,6632.5777100000005,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,160,Plastic Surgery Service,3145.9689331054688,0,0.0,3145.9689200000003,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,140,Oral Surgery Service,2385.1172637939453,0,0.0,2385.11727,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,130,Ophthalmology Service,8542.749572753906,0,0.0,8542.74957,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,6884.11083984375,0,0.0,6884.11083,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,14039.751953125,0,0.0,14039.7519,0.0,0.0
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,100,General Surgery Service,22473.201171875,0,0.0,22473.201,0.0,0.0
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,13246.579711914062,0,0.0,13246.5796,0.0,0.0
RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,502,Gynaecology Service,4819.316650390625,0,0.0,4819.31666,0.0,0.0
RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,130,Ophthalmology Service,7534.456481933594,0,0.0,7534.45649,0.0,0.0
RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,4935.840179443359,0,0.0,4935.84018,0.0,0.0
RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,18374.70458984375,0,0.0,18374.7044,0.0,0.0
RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,101,Urology Service,5041.627990722656,0,0.0,5041.62799,0.0,0.0
RWW,NORTH CHESHIRE AND MERSEY NHS FOUNDATION TRUST,100,General Surgery Service,3469.2901306152344,0,0.0,3469.29015,0.0,0.0
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,502,Gynaecology Service,11259.152893066406,0,0.0,11259.15289,0.0,0.0
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,160,Plastic Surgery Service,59.3831729888916,0,0.0,59.3831731,0.0,0.0
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,140,Oral Surgery Service,9721.612060546875,0,0.0,9721.61205,0.0,0.0
RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,130,Ophthalmology Service,13822.908203125,0,0.0,13822.9083,0.0,0.0
RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,100,General Surgery Service,13995.119873046875,0,0.0,13995.1199,0.0,0.0
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,502,Gynaecology Service,11291.626586914062,0,0.0,11291.62659,0.0,0.0
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,130,Ophthalmology Service,17178.448974609375,0,0.0,17178.449,0.0,0.0
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,130,Ophthalmology Service,16305.277465820312,0,0.0,16305.2777,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,28565.571044921875,0,0.0,28565.5711,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,101,Urology Service,12041.923583984375,0,0.0,12041.92356,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,100,General Surgery Service,23657.584594726562,0,0.0,23657.5847,0.0,0.0
RW1,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,100,General Surgery Service,120.1825680732727,0,0.0,120.1825679,0.0,0.0
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,502,Gynaecology Service,10232.76806640625,0,0.0,10232.76806,0.0,0.0
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,27893.473876953125,0,0.0,27893.4739,0.0,0.0
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,101,Urology Service,7339.307312011719,0,0.0,7339.30731,0.0,0.0
RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,100,General Surgery Service,6438.346252441406,0,0.0,6438.34624,0.0,0.0
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,502,Gynaecology Service,6097.989807128906,0,0.0,6097.98982,0.0,0.0
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,140,Oral Surgery Service,8266.159790039062,0,0.0,8266.1598,0.0,0.0
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,120,Ear Nose and Throat Service,28816.5576171875,0,0.0,28816.5574,0.0,0.0
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,120,Ear Nose and Throat Service,9022.518737792969,0,0.0,9022.51874,0.0,0.0
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,110,Trauma and Orthopaedic Service,52914.9384765625,0,0.0,52914.9385,0.0,0.0
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,101,Urology Service,14690.414916992188,0,0.0,14690.4148,0.0,0.0
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,100,General Surgery Service,39044.243896484375,0,0.0,39044.244,0.0,0.0
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,502,Gynaecology Service,7880.828186035156,0,0.0,7880.82819,0.0,0.0
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,140,Oral Surgery Service,1911.4325408935547,0,0.0,1911.43254,0.0,0.0
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,130,Ophthalmology Service,6660.81005859375,0,0.0,6660.8100699999995,0.0,0.0
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,2723.744415283203,0,0.0,2723.74444,0.0,0.0
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,58280.4912109375,0,0.0,58280.491200000004,0.0,0.0
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,101,Urology Service,5165.350860595703,0,0.0,5165.35087,0.0,0.0
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,100,General Surgery Service,9174.784973144531,0,0.0,9174.78498,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,14524.175903320312,0,0.0,14524.176,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,130,Ophthalmology Service,33398.33251953125,0,0.0,33398.3325,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,140,Oral Surgery Service,5213.076080322266,0,0.0,5213.07609,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,150,Neurosurgical Service,8531.379150390625,0,0.0,8531.37916,0.0,0.0
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,110,Trauma and Orthopaedic Service,26377.95361328125,0,0.0,26377.9535,0.0,0.0
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,101,Urology Service,8483.193725585938,0,0.0,8483.19373,0.0,0.0
RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,100,General Surgery Service,29171.0888671875,0,0.0,29171.089,0.0,0.0
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,502,Gynaecology Service,11039.487487792969,0,0.0,11039.48747,0.0,0.0
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,170,Cardiothoracic Surgery Service,2138.8790283203125,0,0.0,2138.87902,0.0,0.0
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,160,Plastic Surgery Service,7967.068420410156,0,0.0,7967.06843,0.0,0.0
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,140,Oral Surgery Service,6211.045074462891,0,0.0,6211.04507,0.0,0.0
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,130,Ophthalmology Service,14214.208984375,0,0.0,14214.2089,0.0,0.0
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,120,Ear Nose and Throat Service,10413.037658691406,0,0.0,10413.03763,0.0,0.0
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,110,Trauma and Orthopaedic Service,32339.97265625,0,0.0,32339.972700000002,0.0,0.0
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,101,Urology Service,9415.28564453125,0,0.0,9415.28564,0.0,0.0
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,100,General Surgery Service,11579.630737304688,0,0.0,11579.63078,0.0,0.0
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,7084.254638671875,0,0.0,7084.25464,0.0,0.0
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,130,Ophthalmology Service,7626.2177734375,0,0.0,7626.2177599999995,0.0,0.0
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,9388.992736816406,0,0.0,9388.99273,0.0,0.0
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,31989.838134765625,0,0.0,31989.8381,0.0,0.0
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,101,Urology Service,7280.699645996094,0,0.0,7280.69963,0.0,0.0
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,100,General Surgery Service,25132.78466796875,0,0.0,25132.7846,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,502,Gynaecology Service,14690.436767578125,0,0.0,14690.4368,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,170,Cardiothoracic Surgery Service,1247.578514099121,0,0.0,1247.57852,0.0,0.0
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,160,Plastic Surgery Service,23359.526611328125,0,0.0,23359.526700000002,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,130,Ophthalmology Service,5127.524444580078,0,0.0,5127.52445,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,140,Oral Surgery Service,3005.6446533203125,0,0.0,3005.64464,0.0,0.0
RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,150,Neurosurgical Service,1727.9944610595703,0,0.0,1727.9944699999999,0.0,0.0
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,120,Ear Nose and Throat Service,9848.989135742188,0,0.0,9848.98913,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,170,Cardiothoracic Surgery Service,474.1919136047363,0,0.0,474.191912,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,140,Oral Surgery Service,3385.744354248047,0,0.0,3385.74436,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,130,Ophthalmology Service,10270.112365722656,0,0.0,10270.11236,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,120,Ear Nose and Throat Service,7415.671691894531,0,0.0,7415.67169,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,110,Trauma and Orthopaedic Service,17228.857666015625,0,0.0,17228.8578,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,101,Urology Service,8522.788635253906,0,0.0,8522.78865,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,100,General Surgery Service,22095.7041015625,0,0.0,22095.7041,0.0,0.0
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,502,Gynaecology Service,14132.508911132812,0,0.0,14132.5088,0.0,0.0
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,140,Oral Surgery Service,19723.07763671875,0,0.0,19723.0778,0.0,0.0
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,130,Ophthalmology Service,12168.692565917969,0,0.0,12168.69249,0.0,0.0
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,110,Trauma and Orthopaedic Service,15362.370727539062,0,0.0,15362.3705,0.0,0.0
RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,141.2482204437256,0,0.0,141.2482214,0.0,0.0
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,101,Urology Service,5076.875457763672,0,0.0,5076.87546,0.0,0.0
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,100,General Surgery Service,11889.244506835938,0,0.0,11889.24451,0.0,0.0
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,502,Gynaecology Service,10538.57373046875,0,0.0,10538.57372,0.0,0.0
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,160,Plastic Surgery Service,9849.274841308594,0,0.0,9849.27484,0.0,0.0
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,140,Oral Surgery Service,3420.7967224121094,0,0.0,3420.7967200000003,0.0,0.0
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,130,Ophthalmology Service,11980.120056152344,0,0.0,11980.11997,0.0,0.0
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,120,Ear Nose and Throat Service,7250.9832763671875,0,0.0,7250.98327,0.0,0.0
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,110,Trauma and Orthopaedic Service,26710.61376953125,0,0.0,26710.6138,0.0,0.0
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,101,Urology Service,7256.063781738281,0,0.0,7256.06378,0.0,0.0
RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,100,General Surgery Service,15203.850219726562,0,0.0,15203.8503,0.0,0.0
RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,502,Gynaecology Service,9474.39013671875,0,0.0,9474.39012,0.0,0.0
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,100,General Surgery Service,9124.950256347656,0,0.0,9124.95027,0.0,0.0
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,101,Urology Service,5025.648376464844,0,0.0,5025.64839,0.0,0.0
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,110,Trauma and Orthopaedic Service,7125.537048339844,0,0.0,7125.53704,0.0,0.0
Y8L9S,SPAMEDICA BROMLEY,130,Ophthalmology Service,2884.8328704833984,0,0.0,2884.83286,0.0,0.0
V4U1Y,SPAMEDICA CHESTER,130,Ophthalmology Service,2235.3616485595703,0,0.0,2235.36165,0.0,0.0
T8V3L,SPAMEDICA DONCASTER,130,Ophthalmology Service,2407.930160522461,0,0.0,2407.93015,0.0,0.0
T8R5I,SPAMEDICA WOKINGHAM,130,Ophthalmology Service,1311.003646850586,0,0.0,1311.003625,0.0,0.0
S1Z4X,NEWMEDICA - BIRMINGHAM,130,Ophthalmology Service,3606.004364013672,0,0.0,3606.00435,0.0,0.0
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,502,Gynaecology Service,17071.455322265625,0,0.0,17071.4553,0.0,0.0
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,170,Cardiothoracic Surgery Service,855.353157043457,0,0.0,855.353158,0.0,0.0
